head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
"Miami Springs, Florida",is located in,United States,"What is the relationship between 'Miami Springs, Florida' and 'United States'?","Miami Springs, Florida [is located in] United States",['is located in'],is located in,"['True. Reason: Miami Springs is a city in Miami-Dade County, Florida, United States.']",['true'],"['is located in', 'is located in']"
René Vandereycken,is affiliated to,Club Brugge KV,What is the relationship between 'René Vandereycken' and 'Club Brugge KV'?,René Vandereycken [directed] Club Brugge KV,['directed'],is affiliated to,"[""True. Reason: René Vandereycken was indeed a manager for Club Brugge KV from July 2005 to April 2007, hence a 'director' in sporting terms.""]",['true'],"['directed', 'played for']"
David Chase,was born in,"Mount Vernon, New York","What is the relationship between 'David Chase' and 'Mount Vernon, New York'?","David Chase [was born in] Mount Vernon, New York.",['was born in'],was born in,"['True. Reason: David Chase, an eminent TV writer and director best known for creating ""The Sopranos,"" was indeed born in Mount Vernon, New York.']",['true'],"['was born in', 'was born in']"
Peter Cullen,acted in,Springtime with Roo,What is the relationship between 'Peter Cullen' and 'Springtime with Roo'?,Peter Cullen [acted in] Springtime with Roo,['acted in'],acted in,"['True. Reason: Peter Cullen provided the voice for the character Eeyore in Springtime with Roo. As the voice actor of a character, he indeed acted in the movie.']",['true'],"['acted in', 'acted in']"
Radosav Petrović,plays for,FK Partizan,What is the relationship between 'Radosav Petrović' and 'FK Partizan'?,Radosav Petrović [played for] FK Partizan,['played for'],plays for,['True. Reason: Radosav Petrović is a professional footballer who played for FK Partizan from 2008 to 2011.'],['true'],['played for']
Val Teixeira,is affiliated to,Rhode Island Stingrays,What is the relationship between 'Val Teixeira' and 'Rhode Island Stingrays'?,Val Teixeira [plays for] Rhode Island Stingrays,['plays for'],is affiliated to,"[""False. Reason: There is not enough information available to confirm that Val Teixeira plays for Rhode Island Stingrays. Without specific and recent evidence, it's inaccurate to affirm this statement.""]",['false'],['is affiliated to']
Darren Daye,is affiliated to,LNB Pro A,What is the relationship between 'Darren Daye' and 'LNB Pro A'?,Darren Daye [plays for] LNB Pro A.,['plays for'],is affiliated to,"['False. Reason: Darren Daye, a retired professional basketball player, is known for playing in the National Basketball Association (NBA) and not in LNB Pro A, a top professional basketball league in France. However, his son, Austin Daye, has played for various teams globally, including potentially in LNB Pro A. The given relationship would, therefore, be inaccurate, given available information.']",['false'],['is affiliated to']
Voćin,is located in,Virovitica Podravina County,What is the relationship between 'Voćin' and 'Virovitica Podravina County'?,Voćin [is located in] Virovitica Podravina County.,['is located in'],is located in,"['True. Reason: Voćin is a village and municipality in the Virovitica–Podravina County of Croatia, according to geographical records.']",['true'],"['is located in', 'is located in']"
Lewis John Carlino,has won prize,Saturn Award,What is the relationship between 'Lewis John Carlino' and 'Saturn Award'?,Lewis John Carlino [has won prize] Saturn Award,['has won prize'],has won prize,['False. Reason: There is no evidence or well-known information that suggests Lewis John Carlino won the Saturn Award.'],['false'],['is affiliated to']
Levan Maghradze,plays for,Ethnikos Achna FC,What is the relationship between 'Levan Maghradze' and 'Ethnikos Achna FC'?,Levan Maghradze [plays for] Ethnikos Achna FC,['plays for'],plays for,"[""False. Reason: Without current knowledge of the player transfers and their status, it's not possible to correctly identify if Levan Maghradze plays for Ethnikos Achna FC. Please refer to the most recent player rosters for this information.""]",['false'],['is affiliated to']
John O'Neill (Northern Ireland footballer),plays for,Queens Park Rangers F.C.,What is the relationship between 'John O'Neill (Northern Ireland footballer)' and 'Queens Park Rangers F.C.'?,John O'Neill (Northern Ireland footballer) [plays for] Queens Park Rangers F.C.,['plays for'],plays for,"[""False. Reason: As of my current knowledge, John O'Neill, the Northern Ireland footballer, does not play for Queens Park Rangers F.C. His career has been linked with other teams.""]",['false'],['is affiliated to']
Vladimir Vujović (footballer),plays for,FK Sutjeska Nikšić,What is the relationship between 'Vladimir Vujović (footballer)' and 'FK Sutjeska Nikšić'?,Vladimir Vujović (footballer) [plays for] FK Sutjeska Nikšić,['plays for'],plays for,"['True. Reason: Vladimir Vujović is a Montenegrin professional footballer who, as of my current knowledge, plays for the club FK Sutjeska Nikšić. However, this could change in the future due to player transfers. Please verify from a current and credible source.']",['true'],"['plays for', 'plays for']"
"Indianola, Iowa",is located in,"Warren County, Iowa","What is the relationship between 'Indianola, Iowa' and 'Warren County, Iowa'?","Indianola, Iowa [is located in] Warren County, Iowa",['is located in'],is located in,"['True. Reason: Indianola is a city that is located within the political boundaries of Warren County, Iowa.']",['true'],"['is located in', 'is located in']"
Trimi Makolli,is affiliated to,IK Frej,What is the relationship between 'Trimi Makolli' and 'IK Frej'?,Trimi Makolli [plays for] IK Frej.,['plays for'],is affiliated to,"['False. Reason: Based on available information, there is no record of a football player named Trimi Makolli playing for IK Frej. If there is a name or team typo, or the player is not well-known or recent, the information may not be immediately available or accurate. Always cross-check with the latest and most reliable sources.']",['false'],['is affiliated to']
Bernd Nehrig,plays for,FC St. Pauli,What is the relationship between 'Bernd Nehrig' and 'FC St. Pauli'?,Bernd Nehrig [plays for] FC St. Pauli.,['plays for'],plays for,"[""False. Reason: As of the current data, Bernd Nehrig no longer plays for FC St. Pauli. He last played for the club until 2019. It's crucial to check the most recent data for such type of information.""]",['false'],['is affiliated to']
Fuzhou Changle International Airport,is connected to,Shenzhen Bao'an International Airport,What is the relationship between 'Fuzhou Changle International Airport' and 'Shenzhen Bao'an International Airport'?,Fuzhou Changle International Airport [is connected to] Shenzhen Bao'an International Airport,['is connected to'],is connected to,"['True. Reason: Both are active airports and airlines offer flights between these two airports, which means they are connected in the context of air traffic.']",['true'],"['is connected to', 'is connected to']"
Rosalyn Sussman Yalow,has won prize,Albert Lasker Award for Basic Medical Research,What is the relationship between 'Rosalyn Sussman Yalow' and 'Albert Lasker Award for Basic Medical Research'?,Rosalyn Sussman Yalow [has won prize] Albert Lasker Award for Basic Medical Research,['has won prize'],has won prize,['True. Reason: Rosalyn Sussman Yalow won the Albert Lasker Award for Basic Medical Research in 1976 for her role in developing radioimmunoassay.'],['true'],"['has won prize', 'has won prize']"
Anthony Bowie,is affiliated to,Lega Basket Serie A,What is the relationship between 'Anthony Bowie' and 'Lega Basket Serie A'?,Anthony Bowie [plays for] Lega Basket Serie A,['plays for'],is affiliated to,"[""False. Reason: Anthony Bowie is a retired American basketball player who played in NBA. However, there's no public record to show that he played for the Lega Basket Serie A, the highest level club competition in Italian professional basketball.""]",['false'],['is affiliated to']
Germán Pinillos,is affiliated to,Manager (association football),What is the relationship between 'Germán Pinillos' and 'Manager (association football)'?,Germán Pinillos [is affiliated to] Manager (association football),['is affiliated to'],is affiliated to,"['False. Reason: In order to be affiliated with a title or position, like ""Manager (association football)"", Germán Pinillos would have to hold that position or have a clear relationship with it, such as having been a manager in the past. However, Germán Pinillos is a Peruvian philosopher and is not known to have any such affiliation with football management.']",['false'],['is leader of']
Ivan Starkov,plays for,FC SKA Energiya Khabarovsk,What is the relationship between 'Ivan Starkov' and 'FC SKA Energiya Khabarovsk'?,Ivan Starkov [plays for] FC SKA Energiya Khabarovsk,['plays for'],plays for,"['False. Reason: As of my current knowledge up to 2021, there is no available information or record of a footballer named Ivan Starkov playing for FC SKA Energiya Khabarovsk. However, this might not be accurate if the information is updated or changed after this period.']",['false'],['is affiliated to']
"Gertrude of Babenberg, Duchess of Bohemia",has child,"Frederick, Duke of Bohemia","What is the relationship between 'Gertrude of Babenberg, Duchess of Bohemia' and 'Frederick, Duke of Bohemia'?","Gertrude of Babenberg, Duchess of Bohemia [is married to] Frederick, Duke of Bohemia",['is married to'],has child,"['False. Reason: There is no historical record of a figure named Frederick, Duke of Bohemia being married to Gertrude of Babenberg, Duchess of Bohemia. Gertrude of Babenberg was actually married to Vladislaus II, Duke of Bohemia.']",['false'],['has child']
