head,relation,tail,Label,head_id,relation_id,tail_id,prompt,response,pred_relation,true_relation,verification
Carl Djerassi,religion,Islam,0,Q78608,P140,Q432,What is the relationship between 'Carl Djerassi' and 'Islam'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Wilhelm Ostwald,occupation,university teacher,1,Q12658,P106,Q1622272,What is the relationship between 'Wilhelm Ostwald' and 'university teacher'?,'Wilhelm Ostwald' [occupation] 'university teacher',['occupation'],occupation,['True. Reason: Wilhelm Ostwald was a German chemist who also worked as a university teacher at various institutions including the University of Leipzig.']
Natasha Shneider,country of citizenship,Austria,0,Q432421,P27,Q40,What is the relationship between 'Natasha Shneider' and 'Austria'?,'Natasha Shneider' [country of citizenship] 'Austria',['country of citizenship'],relationship is ambiguous,"['False. Reason: Natasha Shneider was a Russian-American musician and composer, not Austrian.']"
Yoram Kaniuk,occupation,journalist,1,Q722202,P106,Q1930187,What is the relationship between 'Yoram Kaniuk' and 'journalist'?,'Yoram Kaniuk' [occupation] 'journalist',['occupation'],occupation,"['True. Reason: Yoram Kaniuk was an Israeli writer and journalist, so the relationship between Yoram Kaniuk and the occupation journalist is true based on common knowledge.']"
A&M Records,country,France,0,Q277626,P17,Q142,What is the relationship between 'A&M Records' and 'France'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Augustine of Hippo,occupation,essayist,0,Q8018,P106,Q11774202,What is the relationship between 'Augustine of Hippo' and 'essayist'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Pavel Jozef Šafárik,country of citizenship,Austrian Empire,1,Q158354,P27,Q131964,What is the relationship between 'Pavel Jozef Šafárik' and 'Austrian Empire'?,'Pavel Jozef Šafárik' [country of citizenship] 'Austrian Empire',['country of citizenship'],country of citizenship,"['True. Reason: Pavel Jozef Šafárik was a Slovak philologist, poet, and historian who was born in the Austrian Empire and thus had Austrian Empire as his country of citizenship.']"
Adam Lambert,genre,new wave,0,Q190231,P136,Q187760,What is the relationship between 'Adam Lambert' and 'new wave'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Walter Benjamin,occupation,writer,1,Q61078,P106,Q36180,What is the relationship between 'Walter Benjamin' and 'writer'?,Walter Benjamin [occupation] writer,['occupation'],occupation,"['True. Reason: Walter Benjamin was a German philosopher, cultural critic, and essayist, but he is also known for his literary works, which include essays, literary criticism, and translations. Hence, it is true that Walter Benjamin was a writer.']"
Yoko Ono,spouse,Sarah McLachlan,0,Q117012,P26,Q224650,What is the relationship between 'Yoko Ono' and 'Sarah McLachlan'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Jean Renoir,occupation,film director,1,Q50713,P106,Q2526255,What is the relationship between 'Jean Renoir' and 'film director'?,'Jean Renoir' [occupation] 'film director',['occupation'],occupation,"['True. Reason: Jean Renoir is known for being a film director, so the relationship between Jean Renoir and film director is true based on common knowledge.']"
Johann Christian Poggendorff,member of,Bavarian Academy of Sciences and Humanities,1,Q61197,P463,Q684415,What is the relationship between 'Johann Christian Poggendorff' and 'Bavarian Academy of Sciences and Humanities'?,'Johann Christian Poggendorff' [member of] 'Bavarian Academy of Sciences and Humanities',['member of'],member of,"['False. Reason: Johann Christian Poggendorff was a member of the Prussian Academy of Sciences, not the Bavarian Academy of Sciences and Humanities.']"
Mikhail Zadornov,"languages spoken, written, or signed",Russian,1,Q2622688,P1412,Q7737,What is the relationship between 'Mikhail Zadornov' and 'Russian'?,Mikhail Zadornov [ethnic group] Russian,['ethnic group'],"languages spoken, written, or signed","['True. Reason: Mikhail Zadornov was a Russian comedian and writer, therefore he belongs to the ethnic group of Russian.']"
Jordin Sparks,unmarried partner,Nick Jonas,0,Q215300,P451,Q201656,What is the relationship between 'Jordin Sparks' and 'Nick Jonas'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Suriname,diplomatic relation,Guyana,1,Q730,P530,Q734,What is the relationship between 'Suriname' and 'Guyana'?,'Suriname' [neighbour of] 'Guyana',['neighbour of'],diplomatic relation,"['True. Reason: Suriname and Guyana are neighboring countries in South America, sharing a border.']"
Tamer Hosny,occupation,entrepreneur,1,Q1391164,P106,Q131524,What is the relationship between 'Tamer Hosny' and 'entrepreneur'?,Relationship is ambiguous,['relationship is ambiguous'],occupation,['relationship is ambiguous']
Michail Sholokhov,member of political party,Communist Party of the Soviet Union,1,Q42398,P102,Q79854,What is the relationship between 'Michail Sholokhov' and 'Communist Party of the Soviet Union'?,'Michail Sholokhov' [member of] 'Communist Party of the Soviet Union',['member of'],member of political party,"['True. Reason: Michail Sholokhov was a well-known Soviet writer and he was indeed a member of the Communist Party of the Soviet Union, which was a common affiliation for prominent figures in the Soviet Union during that time.']"
Marshall Islands,member of,Asian Development Bank,1,Q709,P463,Q188822,What is the relationship between 'Marshall Islands' and 'Asian Development Bank'?,'Marshall Islands' [member of] 'Asian Development Bank',['member of'],member of,"['False. Reason: Marshall Islands is not a member of the Asian Development Bank. The Asian Development Bank mainly consists of countries from Asia and the Pacific region, while Marshall Islands is located in Oceania.']"
Mick Ronson,place of death,Los Angeles,0,Q361677,P20,Q65,What is the relationship between 'Mick Ronson' and 'Los Angeles'?,'Mick Ronson' [residence] 'Los Angeles',['residence'],relationship is ambiguous,"['False. Reason: Mick Ronson is known to have been born in Hull, England and spent most of his life there. He is not commonly associated with residing in Los Angeles.']"
Ernst Mach,employer,Leipzig University,0,Q93996,P108,Q154804,What is the relationship between 'Ernst Mach' and 'Leipzig University'?,'Ernst Mach' [educated at] 'Leipzig University',['educated at'],relationship is ambiguous,"['False. Reason: Ernst Mach was actually educated at the University of Vienna, not Leipzig University.']"
Dennis Gabor,field of work,physics,1,Q155786,P101,Q413,What is the relationship between 'Dennis Gabor' and 'physics'?,'Dennis Gabor' [field of work] 'physics',['field of work'],field of work,['True. Reason: Dennis Gabor was a physicist who won the Nobel Prize in Physics in 1971 for his invention and development of holography.']
Liberia,member of,International Bank for Reconstruction and Development,1,Q1014,P463,Q191384,What is the relationship between 'Liberia' and 'International Bank for Reconstruction and Development'?,Relationship is ambiguous,['relationship is ambiguous'],member of,['relationship is ambiguous']
Veniamin Smekhov,country of citizenship,Soviet Union,1,Q183535,P27,Q15180,What is the relationship between 'Veniamin Smekhov' and 'Soviet Union'?,'Veniamin Smekhov' [country of citizenship] 'Soviet Union',['country of citizenship'],country of citizenship,"['True. Reason: Veniamin Smekhov was a Soviet and Russian actor who was born and raised in the Soviet Union, hence the relationship ""Veniamin Smekhov [\'country of citizenship\'] Soviet Union"" is true.']"
Felix Klein,member of,Royal Netherlands Academy of Arts and Sciences,1,Q76641,P463,Q253439,What is the relationship between 'Felix Klein' and 'Royal Netherlands Academy of Arts and Sciences'?,'Felix Klein' [member of] 'Royal Netherlands Academy of Arts and Sciences',['member of'],member of,['False. Reason: Felix Klein was a German mathematician and not a member of the Royal Netherlands Academy of Arts and Sciences.']
Armenia,member of,International Finance Corporation,1,Q399,P463,Q656801,What is the relationship between 'Armenia' and 'International Finance Corporation'?,'Armenia' [country] 'International Finance Corporation',['country'],member of,"['False. Reason: International Finance Corporation is not a country, it is an international financial institution.']"
Kyle Gass,occupation,singer,1,Q371403,P106,Q177220,What is the relationship between 'Kyle Gass' and 'singer'?,'Kyle Gass' [occupation] 'singer',['occupation'],occupation,"['True. Reason: Kyle Gass is a musician and singer known for being a member of the comedy rock duo Tenacious D, so the relationship ""Kyle Gass [\'occupation\'] singer"" is true based on common sense.']"
Germany,diplomatic relation,Ethiopia,1,Q183,P530,Q115,What is the relationship between 'Germany' and 'Ethiopia'?,'Germany' [diplomatic relation] 'Ethiopia',['diplomatic relation'],diplomatic relation,['False. Reason: Germany and Ethiopia are both sovereign states and are likely to have diplomatic relations with each other.']
Jerry Garcia,country of citizenship,Mexico,0,Q312870,P27,Q96,What is the relationship between 'Jerry Garcia' and 'Mexico'?,'Jerry Garcia' [visited or performed in] 'Mexico',['visited or performed in'],relationship is ambiguous,"['True. Reason: Jerry Garcia, a musician from the band Grateful Dead, performed in Mexico multiple times during his career.']"
Abraham Gotthelf Kästner,occupation,politician,0,Q61813,P106,Q82955,What is the relationship between 'Abraham Gotthelf Kästner' and 'politician'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Bruce Willis,country of citizenship,United Kingdom,0,Q2680,P27,Q145,What is the relationship between 'Bruce Willis' and 'United Kingdom'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Janet Jackson,occupation,composer,1,Q131324,P106,Q36834,What is the relationship between 'Janet Jackson' and 'composer'?,Relationship is ambiguous.,['relationship is ambiguous'],occupation,['relationship is ambiguous']
James Hetfield,occupation,record producer,1,Q484302,P106,Q183945,What is the relationship between 'James Hetfield' and 'record producer'?,James Hetfield [occupation] record producer,['occupation'],occupation,"['False. Reason: James Hetfield is primarily known as the lead vocalist and rhythm guitarist of the heavy metal band Metallica. While he has been involved in some production work for Metallica albums, his main occupation is as a musician rather than a record producer.']"
Augustine of Hippo,occupation,mathematician,0,Q8018,P106,Q170790,What is the relationship between 'Augustine of Hippo' and 'mathematician'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Afghanistan,continent,Europe,0,Q889,P30,Q46,What is the relationship between 'Afghanistan' and 'Europe'?,'Afghanistan' [continent] 'Europe',['continent'],relationship is ambiguous,"['False. Reason: Afghanistan is located in the continent of Asia, not Europe.']"
Wassily Kandinsky,country of citizenship,Romania,0,Q61064,P27,Q218,What is the relationship between 'Wassily Kandinsky' and 'Romania'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
John Legend,occupation,singer,1,Q44857,P106,Q177220,What is the relationship between 'John Legend' and 'singer'?,'John Legend' [occupation] 'singer',['occupation'],occupation,['True. Reason: John Legend is indeed a singer by occupation.']
David Bowie,movement,contemporary R&B,0,Q5383,P135,Q850412,What is the relationship between 'David Bowie' and 'contemporary R&B'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Rihanna,influenced by,Aaliyah,1,Q36844,P737,Q11617,What is the relationship between 'Rihanna' and 'Aaliyah'?,Relationship is ambiguous,['relationship is ambiguous'],influenced by,['relationship is ambiguous']
Jolin Tsai,occupation,dancer,1,Q51101,P106,Q5716684,What is the relationship between 'Jolin Tsai' and 'dancer'?,'Jolin Tsai' [occupation] 'dancer',['occupation'],occupation,"['False. Reason: Jolin Tsai is primarily known as a singer, not a dancer.']"
Michel Houellebecq,occupation,novelist,1,Q103114,P106,Q6625963,What is the relationship between 'Michel Houellebecq' and 'novelist'?,'Michel Houellebecq' [occupation] 'novelist',['occupation'],occupation,['True. Reason: Michel Houellebecq is a well-known French author and novelist.']
St. Vincent,instrument,voice,1,Q238795,P1303,Q17172850,What is the relationship between 'St. Vincent' and 'voice'?,'St. Vincent' [instrument] 'voice',['instrument'],instrument,"['False. Reason: St. Vincent is a musician known for playing various instruments, but ""voice"" typically refers to vocal ability or singing, not an instrument that the person plays.']"
Shakira,influenced by,Alice Cooper,0,Q34424,P737,Q332032,What is the relationship between 'Shakira' and 'Alice Cooper'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Felix Mendelssohn,educated at,Heidelberg University,0,Q46096,P69,Q151510,What is the relationship between 'Felix Mendelssohn' and 'Heidelberg University'?,'Felix Mendelssohn' [educated at] 'Heidelberg University',['educated at'],relationship is ambiguous,"['False. Reason: Felix Mendelssohn was educated at the University of Berlin, not Heidelberg University.']"
Netherlands,diplomatic relation,Turkey,1,Q55,P530,Q43,What is the relationship between 'Netherlands' and 'Turkey'?,'Netherlands' [diplomatic relation] 'Turkey',['diplomatic relation'],diplomatic relation,"['True. Reason: It is common knowledge that countries often have diplomatic relations with each other. Therefore, the statement that ""Netherlands has a diplomatic relation with Turkey"" is highly likely to be true.']"
Italy,continent,North America,0,Q38,P30,Q49,What is the relationship between 'Italy' and 'North America'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Neil Tennant,"languages spoken, written, or signed",English,1,Q336278,P1412,Q1860,What is the relationship between 'Neil Tennant' and 'English'?,"'Neil Tennant' [languages spoken, written, or signed] 'English'","['languages spoken, written, or signed']","languages spoken, written, or signed","['True. Reason: Neil Tennant is a British musician and songwriter, known for being part of the music duo Pet Shop Boys. As a British native, it is common sense to assume that Neil Tennant speaks, writes, or signs English.']"
Steve Carell,occupation,television director,1,Q216221,P106,Q2059704,What is the relationship between 'Steve Carell' and 'television director'?,'Steve Carell' [occupation] 'television director',['occupation'],occupation,"['False. Reason: Steve Carell is primarily known as an actor and comedian, not a television director.']"
Serbia,member of,International Bank for Reconstruction and Development,1,Q403,P463,Q191384,What is the relationship between 'Serbia' and 'International Bank for Reconstruction and Development'?,'Serbia' [member of] 'International Bank for Reconstruction and Development',['member of'],member of,"['False. Reason: International Bank for Reconstruction and Development is an institution established by the World Bank Group, and countries become members of it, not individual entities like Serbia.']"
Woodrow Wilson,occupation,sociologist,0,Q34296,P106,Q2306091,What is the relationship between 'Woodrow Wilson' and 'sociologist'?,'Woodrow Wilson' [influenced by] 'sociologist',['influenced by'],relationship is ambiguous,"['True. Reason: Woodrow Wilson, as a prominent political figure and president of the United States, was influenced by sociologist thinkers such as Herbert Croly and Thorstein Veblen in shaping his progressive ideals and policies.']"
Bryan Ferry,instrument,guitar,1,Q216179,P1303,Q6607,What is the relationship between 'Bryan Ferry' and 'guitar'?,'Bryan Ferry' [instrument] 'guitar',['instrument'],instrument,"['False. Reason: Bryan Ferry is a singer and songwriter, not known for playing the guitar.']"
James D. Watson,place of birth,Vienna,0,Q83333,P19,Q1741,What is the relationship between 'James D. Watson' and 'Vienna'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Masiela Lusha,occupation,singer,1,Q37944,P106,Q177220,What is the relationship between 'Masiela Lusha' and 'singer'?,Relationship is ambiguous,['relationship is ambiguous'],occupation,['relationship is ambiguous']
Idina Menzel,occupation,stage actor,1,Q157400,P106,Q2259451,What is the relationship between 'Idina Menzel' and 'stage actor'?,'Idina Menzel' [occupation] 'stage actor',['occupation'],occupation,"['False. Reason: Idina Menzel is primarily known as a singer and actress, rather than specifically as a stage actor. While she has performed in stage productions, her career is more diverse and includes work in film, television, and music.']"
Lev Gumilyov,country of citizenship,United States of America,0,Q135481,P27,Q30,What is the relationship between 'Lev Gumilyov' and 'United States of America'?,'Lev Gumilyov' [place of death] 'United States of America',['place of death'],relationship is ambiguous,"['False. Reason: Lev Gumilyov, a prominent Russian historian and ethnologist, did not die in the United States of America. He passed away in St. Petersburg, Russia on June 15, 1992.']"
Russia,member of,International Telecommunication Union,1,Q159,P463,Q376150,What is the relationship between 'Russia' and 'International Telecommunication Union'?,'Russia' [member of] 'International Telecommunication Union',['member of'],member of,"['True. Reason: Russia is a member of the International Telecommunication Union, which is a specialized agency of the United Nations that is responsible for information and communication technology issues.']"
Irène Joliot-Curie,sibling,Paul Langevin,0,Q7504,P3373,Q25320,What is the relationship between 'Irène Joliot-Curie' and 'Paul Langevin'?,'Irène Joliot-Curie' [colleague] 'Paul Langevin',['colleague'],relationship is ambiguous,"['False. Reason: Irène Joliot-Curie was the daughter of Marie Curie and Pierre Curie. Paul Langevin was a French physicist and a colleague of Marie Curie, but not of Irène Joliot-Curie.']"
Jaan Kaplinski,ethnic group,English people,0,Q467482,P172,Q42406,What is the relationship between 'Jaan Kaplinski' and 'English people'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Gustavo Cerati,country of citizenship,Canada,0,Q533284,P27,Q16,What is the relationship between 'Gustavo Cerati' and 'Canada'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Vitaly Ginzburg,member of,Royal Society,1,Q104668,P463,Q123885,What is the relationship between 'Vitaly Ginzburg' and 'Royal Society'?,'Vitaly Ginzburg' [foreign member of] 'Royal Society',['foreign member of'],member of,"['False. Reason: Vitaly Ginzburg was not a foreign member of the Royal Society. He was a member of the Russian Academy of Sciences and other prestigious scientific organizations, but not the Royal Society.']"
François-René de Chateaubriand,genre,novel,1,Q49767,P136,Q8261,What is the relationship between 'François-René de Chateaubriand' and 'novel'?,'François-René de Chateaubriand' [genre] 'novel',['genre'],genre,"['False. Reason: François-René de Chateaubriand was a French writer known for his works in various genres such as autobiography, travelogue, and essays, but he was not specifically known for writing novels.']"
Alice Walker,occupation,essayist,1,Q215868,P106,Q11774202,What is the relationship between 'Alice Walker' and 'essayist'?,'Alice Walker' [occupation] 'essayist',['occupation'],occupation,"['True. Reason: Alice Walker is a well-known writer and essayist, so it makes sense that her occupation is essayist.']"
Gore Vidal,occupation,autobiographer,0,Q167821,P106,Q18814623,What is the relationship between 'Gore Vidal' and 'autobiographer'?,'Gore Vidal' [notable works] 'autobiographer',['notable works'],relationship is ambiguous,"['False. Reason: Gore Vidal is known for his works as a novelist, essayist, and playwright, but he is not primarily known as an autobiographer.']"
Tanzania,diplomatic relation,Malaysia,1,Q924,P530,Q833,What is the relationship between 'Tanzania' and 'Malaysia'?,'Tanzania' [diplomatic relation] 'Malaysia',['diplomatic relation'],diplomatic relation,"['False. Reason: It is common sense that countries typically have diplomatic relations with each other, unless there are exceptional circumstances such as a conflict or disagreement. Hence, it is highly likely that Tanzania has diplomatic relations with Malaysia.']"
Singapore,diplomatic relation,Taiwan,1,Q334,P530,Q865,What is the relationship between 'Singapore' and 'Taiwan'?,'Singapore' [diplomatic relation] 'Taiwan',['diplomatic relation'],diplomatic relation,['True. Reason: Singapore and Taiwan have diplomatic relations.']
LeToya Luckett,record label,Capitol Records,1,Q257302,P264,Q193023,What is the relationship between 'LeToya Luckett' and 'Capitol Records'?,'LeToya Luckett' [record label] 'Capitol Records',['record label'],record label,"['True. Reason: LeToya Luckett was signed to Capitol Records, making the relationship between LeToya Luckett and Capitol Records true in terms of the record label association.']"
Lesotho,official language,French,0,Q1013,P37,Q150,What is the relationship between 'Lesotho' and 'French'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Vanessa Carlton,genre,blues,0,Q233081,P136,Q9759,What is the relationship between 'Vanessa Carlton' and 'blues'?,'Vanessa Carlton' [genre] 'blues',['genre'],relationship is ambiguous,"['False. Reason: Vanessa Carlton is known for pop and adult contemporary music, not blues genre.']"
Lenny Kravitz,country of citizenship,Italy,0,Q180224,P27,Q38,What is the relationship between 'Lenny Kravitz' and 'Italy'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Bret Michaels,instrument,keyboard instrument,0,Q365042,P1303,Q52954,What is the relationship between 'Bret Michaels' and 'keyboard instrument'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Mozambique,member of,International Bank for Reconstruction and Development,1,Q1029,P463,Q191384,What is the relationship between 'Mozambique' and 'International Bank for Reconstruction and Development'?,'Mozambique' [member of] 'International Bank for Reconstruction and Development',['member of'],member of,"['False. Reason: Mozambique is not a member of the International Bank for Reconstruction and Development (IBRD). IBRD is an international financial institution that provides loans to middle-income developing countries, and Mozambique is not listed as a member country of IBRD.']"
Adriano Celentano,occupation,film score composer,1,Q199943,P106,Q1415090,What is the relationship between 'Adriano Celentano' and 'film score composer'?,Relationship is ambiguous,['relationship is ambiguous'],occupation,['relationship is ambiguous']
Marlene Dietrich,country of citizenship,United States of America,1,Q4612,P27,Q30,What is the relationship between 'Marlene Dietrich' and 'United States of America'?,'Marlene Dietrich' [country of citizenship] 'United States of America',['country of citizenship'],country of citizenship,"['True. Reason: Marlene Dietrich was a German-American actress and singer who became an American citizen in 1939, therefore she was a citizen of the United States of America.']"
Robert Schumann,genre,electronic music,0,Q7351,P136,Q9778,What is the relationship between 'Robert Schumann' and 'electronic music'?,'Robert Schumann' [genre] 'electronic music',['genre'],relationship is ambiguous,"['False. Reason: Robert Schumann was a renowned German composer and pianist from the Romantic era, known for his contributions to classical music such as piano music, symphonies, and lieder. He was not associated with electronic music, which emerged much later in the 20th century.']"
Netherlands,diplomatic relation,Russia,1,Q55,P530,Q159,What is the relationship between 'Netherlands' and 'Russia'?,'Netherlands' [diplomatic relation] 'Russia',['diplomatic relation'],diplomatic relation,"['True. Reason: It is common knowledge that countries have diplomatic relations with each other, and it is known that Netherlands and Russia have established diplomatic relations.']"
George Tabori,"languages spoken, written, or signed",English,1,Q152301,P1412,Q1860,What is the relationship between 'George Tabori' and 'English'?,"'George Tabori' [languages spoken, written, or signed] 'English'","['languages spoken, written, or signed']","languages spoken, written, or signed","['False. Reason: George Tabori was a Hungarian writer and director, known for his work in Hungarian and German, but not specifically for English.']"
Chile,diplomatic relation,El Salvador,1,Q298,P530,Q792,What is the relationship between 'Chile' and 'El Salvador'?,'Chile' [diplomatic relation] 'El Salvador',['diplomatic relation'],diplomatic relation,"['False. Reason: Countries typically have diplomatic relations with each other, unless otherwise specified.']"
Academy of Sciences of the USSR,country,Weimar Republic,0,Q2370801,P17,Q41304,What is the relationship between 'Academy of Sciences of the USSR' and 'Weimar Republic'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Jamie Foxx,instrument,voice,1,Q171905,P1303,Q17172850,What is the relationship between 'Jamie Foxx' and 'voice'?,'Jamie Foxx' [instrument] 'voice',['instrument'],instrument,"['True. Reason: Jamie Foxx is known for his work as a singer and musician, so it is common knowledge that he uses his voice as an instrument in his performances.']"
Guglielmo Marconi,member of,Academy of Sciences of Turin,1,Q36488,P463,Q2822396,What is the relationship between 'Guglielmo Marconi' and 'Academy of Sciences of Turin'?,'Guglielmo Marconi' [member of] 'Academy of Sciences of Turin',['member of'],member of,['True. Reason: Guglielmo Marconi was an Italian inventor and electrical engineer known for his work on long-distance radio transmission. He was a member of the Academy of Sciences of Turin in recognition of his contributions to science and technology.']
Phil Harris,occupation,voice actor,1,Q596717,P106,Q2405480,What is the relationship between 'Phil Harris' and 'voice actor'?,'Phil Harris' [occupation] 'voice actor',['occupation'],occupation,"['True. Reason: Phil Harris was indeed a voice actor, known for providing the voice for various characters in Disney animated films such as Baloo in ""The Jungle Book"" and Thomas O\'Malley in ""The Aristocats"".']"
Noam Chomsky,educated at,Princeton University,0,Q9049,P69,Q21578,What is the relationship between 'Noam Chomsky' and 'Princeton University'?,'Noam Chomsky' [educated at] 'Princeton University',['educated at'],relationship is ambiguous,['False. Reason: Noam Chomsky was not educated at Princeton University. He received his PhD in Linguistics from the University of Pennsylvania in 1955.']
Marlene Dietrich,country of citizenship,Switzerland,0,Q4612,P27,Q39,What is the relationship between 'Marlene Dietrich' and 'Switzerland'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Eritrea,member of,"""African, Caribbean and Pacific Group of States""",1,Q986,P463,Q294278,"What is the relationship between 'Eritrea' and '""African, Caribbean and Pacific Group of States""'?","'Eritrea' [member of] '""African, Caribbean and Pacific Group of States""'",['member of'],member of,"['True. Reason: Eritrea is a member of the African, Caribbean and Pacific Group of States (ACP Group), which is a group of countries in Africa, the Caribbean, and the Pacific that have a common history of colonialism.']"
Veniamin Smekhov,country of citizenship,Japan,0,Q183535,P27,Q17,What is the relationship between 'Veniamin Smekhov' and 'Japan'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Yoko Ono,spouse,Michael Penn,0,Q117012,P26,Q1345514,What is the relationship between 'Yoko Ono' and 'Michael Penn'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Pavel Jozef Šafárik,country of citizenship,Kingdom of Prussia,0,Q158354,P27,Q27306,What is the relationship between 'Pavel Jozef Šafárik' and 'Kingdom of Prussia'?,'Pavel Jozef Šafárik' [diplomatic relation] 'Kingdom of Prussia',['diplomatic relation'],relationship is ambiguous,"['False. Reason: Pavel Jozef Šafárik was a Slovak poet, literary historian, literary critic, and Slavist. There is no direct evidence or common knowledge that suggests he had a diplomatic relation with the Kingdom of Prussia.']"
Al Jolson,ethnic group,French people,0,Q128532,P172,Q121842,What is the relationship between 'Al Jolson' and 'French people'?,'Al Jolson' [ethnic group] 'French people',['ethnic group'],relationship is ambiguous,['False. Reason: Al Jolson was an American singer and actor known for performing in blackface and was not part of the French ethnic group.']
Cliff Richard,country of citizenship,Germany,0,Q82238,P27,Q183,What is the relationship between 'Cliff Richard' and 'Germany'?,'Cliff Richard' [performed in] 'Germany',['performed in'],relationship is ambiguous,['True. Reason: Cliff Richard is a singer who has performed in various countries including Germany.']
Donny Hathaway,place of death,Toronto,0,Q507864,P20,Q172,What is the relationship between 'Donny Hathaway' and 'Toronto'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Billy Joel,place of birth,Los Angeles,0,Q194333,P19,Q65,What is the relationship between 'Billy Joel' and 'Los Angeles'?,'Billy Joel' [residence] 'Los Angeles',['residence'],relationship is ambiguous,"['False. Reason: Billy Joel is primarily associated with New York as his residence, not Los Angeles.']"
Mick Ronson,"languages spoken, written, or signed",English,1,Q361677,P1412,Q1860,What is the relationship between 'Mick Ronson' and 'English'?,"'Mick Ronson' [languages spoken, written, or signed] 'English'","['languages spoken, written, or signed']","languages spoken, written, or signed","['True. Reason: Mick Ronson, being a British musician and songwriter, is known to speak English as his primary language.']"
Ivan Goncharov,occupation,literary critic,1,Q189665,P106,Q4263842,What is the relationship between 'Ivan Goncharov' and 'literary critic'?,Relationship is ambiguous,['relationship is ambiguous'],occupation,['relationship is ambiguous']
Michel Houellebecq,occupation,author,1,Q103114,P106,Q482980,What is the relationship between 'Michel Houellebecq' and 'author'?,'Michel Houellebecq' [occupation] 'author',['occupation'],occupation,"['True. Reason: Michel Houellebecq is a well-known French author and poet, so the relationship between Michel Houellebecq and the occupation of author is true based on common knowledge.']"
Benoit Mandelbrot,educated at,École Polytechnique,1,Q101740,P69,Q273626,What is the relationship between 'Benoit Mandelbrot' and 'École Polytechnique'?,'Benoit Mandelbrot' [educated at] 'École Polytechnique',['educated at'],educated at,"['True. Reason: Benoit Mandelbrot was indeed educated at École Polytechnique, a prestigious higher education establishment in France where he completed a degree in engineering.']"
Irène Joliot-Curie,sibling,Henri Poincaré,0,Q7504,P3373,Q81082,What is the relationship between 'Irène Joliot-Curie' and 'Henri Poincaré'?,'Irène Joliot-Curie' [influenced by] 'Henri Poincaré',['influenced by'],relationship is ambiguous,"['False. Reason: Irène Joliot-Curie was not influenced by Henri Poincaré, as they were from different fields of study and time periods. Henri Poincaré was a renowned mathematician and physicist in the late 19th and early 20th century, while Irène Joliot-Curie was a chemist and physicist in the 20th century. There is no known direct relationship or influence between them in the knowledge graph.']"
Nigeria,member of,International Telecommunication Union,1,Q1033,P463,Q376150,What is the relationship between 'Nigeria' and 'International Telecommunication Union'?,'Nigeria' [member of] 'International Telecommunication Union',['member of'],member of,"['False. Reason: Nigeria is a member of the International Telecommunication Union, so the relationship is true.']"
George Steiner,occupation,novelist,1,Q453288,P106,Q6625963,What is the relationship between 'George Steiner' and 'novelist'?,Relationship is ambiguous,['relationship is ambiguous'],occupation,['relationship is ambiguous']
