head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
Noel Black,directed,Private School (film),What is the relationship between 'Noel Black' and 'Private School (film)'?,'Noel Black' [directed] 'Private School (film)',['directed'],directed,"['False. Reason: ""Private School"" was directed by Noel Black and the given relationship states that Noel Black directed ""Private School (film),"" which is grammatically incorrect. To make the question accurate, it should be phrased as ""Noel Black [directed] \'Private School\' (film).""']",['false'],['directed']
Alex Haley,graduated from,Alcorn State University,What is the relationship between 'Alex Haley' and 'Alcorn State University'?,'Alex Haley' [is affiliated to] 'Alcorn State University',['is affiliated to'],graduated from,['False. Reason: Alex Haley did not have any known affiliation with Alcorn State University.'],['false'],['graduated from']
Ourense,is located in,Spain,What is the relationship between 'Ourense' and 'Spain'?,'Ourense' [is located in] 'Spain',['is located in'],is located in,"['True. Reason: Ourense is a city in the Galicia region of Spain, so it is located in Spain.']",['true'],"['is located in', 'is located in']"
Tehran,is located in,Asia,What is the relationship between 'Tehran' and 'Asia'?,'Tehran' [is located in] 'Asia',['is located in'],is located in,"['True. Reason: Tehran is the capital city of Iran, and Iran is located in the continent of Asia. Therefore, Tehran is indeed located in Asia.']",['true'],"['is located in', 'is located in']"
Stipe Matić,plays for,FC Naters,What is the relationship between 'Stipe Matić' and 'FC Naters'?,'Stipe Matić' [plays for] 'FC Naters',['plays for'],plays for,['False. Reason: Stipe Matić does not play for FC Naters. This relationship seems unlikely as there is no well-known connection between Stipe Matić and FC Naters in sports.'],['false'],['plays for']
Klaus Salmutter,is affiliated to,L.A.S.K. Linz,What is the relationship between 'Klaus Salmutter' and 'L.A.S.K. Linz'?,'Klaus Salmutter' [is affiliated to] 'L.A.S.K. Linz',['is affiliated to'],is affiliated to,"['True. Reason: Klaus Salmutter is a former footballer who played for L.A.S.K. Linz, implying an affiliation with the football club.']",['true'],"['is affiliated to', 'is affiliated to']"
David Pisot,is affiliated to,VfB Stuttgart II,What is the relationship between 'David Pisot' and 'VfB Stuttgart II'?,'David Pisot' [is affiliated to] 'VfB Stuttgart II',['is affiliated to'],is affiliated to,"['True. Reason: David Pisot is a professional soccer player who was affiliated with VfB Stuttgart II, a German football club, during his career.']",['true'],"['is affiliated to', 'plays for']"
Down to Earth (1947 film),is located in,United States,What is the relationship between 'Down to Earth (1947 film)' and 'United States'?,'Down to Earth (1947 film)' [is affiliated to] 'United States',['is affiliated to'],is located in,"['True. Reason: The film ""Down to Earth"" was produced in the United States, so it can be considered affiliated with the United States.']",['true'],"['is affiliated to', 'is connected to']"
Marcin Siedlarz,plays for,Górnik Zabrze,What is the relationship between 'Marcin Siedlarz' and 'Górnik Zabrze'?,'Marcin Siedlarz' [plays for] 'Górnik Zabrze',['plays for'],plays for,"['False. Reason: Marcin Siedlarz is a mathematician and computer scientist, not a professional athlete. There is no known relationship between Marcin Siedlarz and Górnik Zabrze in terms of playing for the team.']",['false'],['plays for']
Martin Koeman,plays for,SC Heerenveen,What is the relationship between 'Martin Koeman' and 'SC Heerenveen'?,'Martin Koeman' [plays for] 'SC Heerenveen',['plays for'],plays for,['False. Reason: Martin Koeman is not a professional footballer and therefore does not play for SC Heerenveen or any other football club.'],['false'],['played for']
Juan Mata,is affiliated to,Spain national under 17 football team,What is the relationship between 'Juan Mata' and 'Spain national under 17 football team'?,'Juan Mata' [played for] 'Spain national under 17 football team',['played for'],is affiliated to,['True. Reason: Juan Mata did play for the Spain national under 17 football team during his youth career. This relationship is a factual connection that can be verified through his career history in football.'],['true'],['played for']
Ryan Johnson (soccer),plays for,Toronto FC,What is the relationship between 'Ryan Johnson (soccer)' and 'Toronto FC'?,'Ryan Johnson (soccer)' [played for] 'Toronto FC'.,['played for'],plays for,['False. Reason: There is no common knowledge or publicly available information to suggest that Ryan Johnson (soccer player) played for Toronto FC.'],['false'],['played for']
Harry McShane (footballer),is affiliated to,Telford United F.C.,What is the relationship between 'Harry McShane (footballer)' and 'Telford United F.C.'?,'Harry McShane (footballer)' [is affiliated to] 'Telford United F.C.',['is affiliated to'],is affiliated to,"['True. Reason: Harry McShane, the footballer, is affiliated with Telford United F.C., which implies that he is connected to or associated with the football club in some way, such as being a player or a staff member.']",['true'],"['is affiliated to', 'played for']"
John Ottman,created,X2 (film),What is the relationship between 'John Ottman' and 'X2 (film)'?,'John Ottman' [edited] 'X2 (film)',['edited'],created,['True. Reason: John Ottman edited the X2 (film).'],['true'],"['edited', 'edited']"
Marian Aliuță,is affiliated to,FC Metalurh Donetsk,What is the relationship between 'Marian Aliuță' and 'FC Metalurh Donetsk'?,'Marian Aliuță' [played for] 'FC Metalurh Donetsk',['played for'],is affiliated to,['False. Reason: Marian Aliuţă did not play for FC Metalurh Donetsk.'],['false'],['is affiliated to']
Mark Barnard (footballer),is affiliated to,Harrogate Town F.C.,What is the relationship between 'Mark Barnard (footballer)' and 'Harrogate Town F.C.'?,'Mark Barnard (footballer)' [is affiliated to] 'Harrogate Town F.C.',['is affiliated to'],is affiliated to,['True. Reason: Mark Barnard (footballer) is a former professional footballer who has been affiliated with Harrogate Town F.C. as a player or in some capacity related to the football club.'],['true'],"['is affiliated to', 'played for']"
Lasse Heinze,is affiliated to,Silkeborg IF,What is the relationship between 'Lasse Heinze' and 'Silkeborg IF'?,'Lasse Heinze' [plays for] 'Silkeborg IF',['plays for'],is affiliated to,"['False. Reason: Lasse Heinze is not a known football player, and there is no widely recognized information or evidence indicating that he plays for Silkeborg IF or any professional football club.']",['false'],['plays for']
Jon Otsemobor,is affiliated to,Tranmere Rovers F.C.,What is the relationship between 'Jon Otsemobor' and 'Tranmere Rovers F.C.'?,'Jon Otsemobor' [plays for] 'Tranmere Rovers F.C.'.,['plays for'],is affiliated to,"['False. Reason: As of the latest information available, Jon Otsemobor is not known to play for Tranmere Rovers F.C. So, the relationship does not exist in the knowledge graph.']",['false'],['played for']
Charles Coburn,acted in,Wilson (film),What is the relationship between 'Charles Coburn' and 'Wilson (film)'?,'Charles Coburn' [acted in] 'Wilson (film)',['acted in'],acted in,"['True. Reason: Charles Coburn is a well-known actor who appeared in various films, including ""Wilson.""']",['true'],"['acted in', 'acted in']"
José Luis Martínez Gullotta,plays for,Racing Club de Avellaneda,What is the relationship between 'José Luis Martínez Gullotta' and 'Racing Club de Avellaneda'?,'José Luis Martínez Gullotta' [is affiliated to] 'Racing Club de Avellaneda',['is affiliated to'],plays for,['False. Reason: José Luis Martínez Gullotta is not commonly known to be affiliated with Racing Club de Avellaneda based on available knowledge.'],['false'],['is affiliated to']
Sylvan Ebanks Blake,was born in,Cambridge,What is the relationship between 'Sylvan Ebanks Blake' and 'Cambridge'?,'Sylvan Ebanks Blake' [graduated from] 'Cambridge',['graduated from'],was born in,"['False. Reason: Sylvan Ebanks Blake is a retired Jamaican footballer, and there is no public information or common knowledge to suggest that he graduated from Cambridge.']",['false'],['worked at']
"Truckee, California",is located in,United States,"What is the relationship between 'Truckee, California' and 'United States'?","'Truckee, California' [is located in] 'United States'",['is located in'],is located in,"['True. Reason: Truckee, California is a city located in the United States, specifically in the state of California.']",['true'],"['is located in', 'is located in']"
Frank Kelly (mathematician),has academic advisor,Peter Whittle,What is the relationship between 'Frank Kelly (mathematician)' and 'Peter Whittle'?,'Frank Kelly (mathematician)' [is affiliated to] 'Peter Whittle',['is affiliated to'],has academic advisor,"['False. Reason: Frank Kelly and Peter Whittle are both British mathematicians, but there is no widely known affiliation or professional relationship between them in the public domain.']",['false'],['is affiliated to']
Jaroslav Vejvoda,plays for,Czechoslovakia national football team,What is the relationship between 'Jaroslav Vejvoda' and 'Czechoslovakia national football team'?,'Jaroslav Vejvoda' [played for] 'Czechoslovakia national football team',['played for'],plays for,['True. Reason: Jaroslav Vejvoda is a Czech former footballer who played for the Czechoslovakia national football team during his career.'],['true'],['played for']
José Carlos Tabares,plays for,Chacarita Juniors,What is the relationship between 'José Carlos Tabares' and 'Chacarita Juniors'?,'José Carlos Tabares' [played for] 'Chacarita Juniors',['played for'],plays for,"[""False. Reason: As of my knowledge, there's no information or common sense fact that José Carlos Tabares has played for Chacarita Juniors.""]",['false'],['played for']
Peter Hattrup,is affiliated to,Tampa Bay Mutiny,What is the relationship between 'Peter Hattrup' and 'Tampa Bay Mutiny'?,'Peter Hattrup' [played for] 'Tampa Bay Mutiny',['played for'],is affiliated to,"['False. Reason: Peter Hattrup never played for the Tampa Bay Mutiny. The Tampa Bay Mutiny was a Major League Soccer team that operated from 1996 to 2001, while Peter Hattrup played for Seattle Sounders in the USL First Division during his career.']",['false'],['played for']
René Botteron,plays for,FC Basel,What is the relationship between 'René Botteron' and 'FC Basel'?,'René Botteron' [is affiliated to] 'FC Basel',['is affiliated to'],plays for,"['True. Reason: René Botteron is a former Swiss footballer who played for FC Basel from 1958 to 1965, establishing an affiliation with the club through his career as a player.']",['true'],"['is affiliated to', 'is affiliated to']"
Martin Čížek,is affiliated to,AC Sparta Prague,What is the relationship between 'Martin Čížek' and 'AC Sparta Prague'?,'Martin Čížek' [plays for] 'AC Sparta Prague',['plays for'],is affiliated to,['False. Reason: There is no widely recognized association between Martin Čížek and AC Sparta Prague in the context of sports or any other field.'],['false'],['is affiliated to']
Dániel Tőzsér,plays for,Watford F.C.,What is the relationship between 'Dániel Tőzsér' and 'Watford F.C.'?,'Dániel Tőzsér' [played for] 'Watford F.C.',['played for'],plays for,"['True. Reason: Dániel Tőzsér is a former Hungarian professional footballer who played for Watford F.C. from 2011 to 2015, as widely documented in sports records and sources.']",['true'],['played for']
Rudolph A. Marcus,has won prize,Wolf Prize in Chemistry,What is the relationship between 'Rudolph A. Marcus' and 'Wolf Prize in Chemistry'?,'Rudolph A. Marcus' [has won prize] 'Wolf Prize in Chemistry'.,['has won prize'],has won prize,['True. Reason: Rudolph A. Marcus has won the Wolf Prize in Chemistry.'],['true'],"['has won prize', 'has won prize']"
Patrick Ollier,is married to,Michèle Alliot Marie,What is the relationship between 'Patrick Ollier' and 'Michèle Alliot Marie'?,'Patrick Ollier' [is married to] 'Michèle Alliot Marie',['is married to'],is married to,"['False. Reason: Patrick Ollier was previously married to Michèle Alliot-Marie, but they divorced in 2012.']",['false'],['is married to']
Battle of Río Salado,happened in,Castile (historical region),What is the relationship between 'Battle of Río Salado' and 'Castile (historical region)'?,'Battle of Río Salado' [happened in] 'Castile (historical region)',['happened in'],happened in,['True. Reason: The Battle of Río Salado did take place in the historical region of Castile.'],['true'],"['happened in', 'happened in']"
Rekha,has won prize,Filmfare Awards,What is the relationship between 'Rekha' and 'Filmfare Awards'?,'Rekha' [has won prize] 'Filmfare Awards',['has won prize'],has won prize,"['True. Reason: Rekha has won multiple Filmfare Awards in her acting career, which establishes the relationship between Rekha and Filmfare Awards.']",['true'],"['has won prize', 'has won prize']"
Wilfred Owen,influences,Patrick Jones,What is the relationship between 'Wilfred Owen' and 'Patrick Jones'?,'Wilfred Owen' [influences] 'Patrick Jones',['influences'],influences,"['False. Reason: Wilfred Owen was a World War I poet who died in 1918, whereas Patrick Jones is a contemporary Welsh poet and playwright. There is no direct evidence or historical records to suggest that Wilfred Owen influenced Patrick Jones in their works.']",['false'],['influences']
Martin Carruthers,plays for,Scunthorpe United F.C.,What is the relationship between 'Martin Carruthers' and 'Scunthorpe United F.C.'?,'Martin Carruthers' [played for] 'Scunthorpe United F.C.',['played for'],plays for,['False. Reason: Martin Carruthers has never played for Scunthorpe United F.C. in his career.'],['false'],['played for']
William Nigh,died in,Burbank,What is the relationship between 'William Nigh' and 'Burbank'?,'William Nigh' [lived in] 'Burbank',['lived in'],died in,"['False. Reason: William Nigh was an American film director and actor who lived in Los Angeles, California. While Burbank is located near Los Angeles, there is no specific information or common knowledge indicating that William Nigh lived in Burbank.']",['false'],['died in']
Nakhon Si Thammarat,is located in,Nakhon Si Thammarat Province,What is the relationship between 'Nakhon Si Thammarat' and 'Nakhon Si Thammarat Province'?,'Nakhon Si Thammarat' [is located in] 'Nakhon Si Thammarat Province',['is located in'],is located in,['True. Reason: Nakhon Si Thammarat is a city located within Nakhon Si Thammarat Province in Thailand. It is common for cities to be situated within provinces or states.'],['true'],"['is located in', 'is located in']"
Archie Gemmill,is affiliated to,Scotland national football team,What is the relationship between 'Archie Gemmill' and 'Scotland national football team'?,'Archie Gemmill' [played for] 'Scotland national football team',['played for'],is affiliated to,['True. Reason: Archie Gemmill is a former professional footballer who played for the Scotland national football team during his career.'],['true'],['played for']
Ibrahim Kargbo,is affiliated to,Östers IF,What is the relationship between 'Ibrahim Kargbo' and 'Östers IF'?,'Ibrahim Kargbo' [plays for] 'Östers IF'.,['plays for'],is affiliated to,"['True. Reason: Ibrahim Kargbo is a Sierra Leonean footballer who has played for Östers IF, as verified by information available in football databases.']",['true'],"['plays for', 'is affiliated to']"
Andrés Imperiale,plays for,Club Blooming,What is the relationship between 'Andrés Imperiale' and 'Club Blooming'?,'Andrés Imperiale' [plays for] 'Club Blooming',['plays for'],plays for,"['False. Reason: Andrés Imperiale plays for Bolívar, not Club Blooming.']",['false'],['plays for']
David Thewlis,acted in,Dragonheart,What is the relationship between 'David Thewlis' and 'Dragonheart'?,'David Thewlis' [acted in] 'Dragonheart',['acted in'],acted in,"['True. Reason: David Thewlis is a British actor who appeared in the movie ""Dragonheart."" This relationship is true based on the common knowledge that actors can be involved in movies by acting in them.']",['true'],"['acted in', 'acted in']"
Fritz Lang,directed,You Only Live Once (film),What is the relationship between 'Fritz Lang' and 'You Only Live Once (film)'?,'Fritz Lang' [directed] 'You Only Live Once (film)',['directed'],directed,"['True. Reason: Fritz Lang is a well-known director in the film industry, and ""You Only Live Once"" is a movie that he directed.']",['true'],"['directed', 'directed']"
Frank Blunstone,plays for,Chelsea F.C.,What is the relationship between 'Frank Blunstone' and 'Chelsea F.C.'?,'Frank Blunstone' [played for] 'Chelsea F.C.',['played for'],plays for,['True. Reason: Frank Blunstone is a former professional footballer who played for Chelsea F.C. during his career.'],['true'],['played for']
Samuel Hui,acted in,Games Gamblers Play,What is the relationship between 'Samuel Hui' and 'Games Gamblers Play'?,'Samuel Hui' [acted in] 'Games Gamblers Play',['acted in'],acted in,"['True. Reason: Samuel Hui is a well-known actor and singer who starred in the film Games Gamblers Play, so the relationship ""Samuel Hui acted in Games Gamblers Play"" is true.']",['true'],"['acted in', 'acted in']"
Wilhelm Röntgen,has academic advisor,August Kundt,What is the relationship between 'Wilhelm Röntgen' and 'August Kundt'?,'Wilhelm Röntgen' [was born in] 'August Kundt',['was born in'],has academic advisor,"['False. Reason: Wilhelm Röntgen and August Kundt were not born in the same place and time, so there is no direct relationship indicating that Röntgen was born in Kundt.']",['false'],['has academic advisor']
Honnelles,is located in,Hainaut (province),What is the relationship between 'Honnelles' and 'Hainaut (province)'?,'Honnelles' [is located in] 'Hainaut (province)',['is located in'],is located in,['True. Reason: Honnelles is a municipality located in the province of Hainaut in Belgium. This relationship is a geographical fact.'],['true'],"['is located in', 'is located in']"
Julio Montero Castillo,is affiliated to,Uruguay national football team,What is the relationship between 'Julio Montero Castillo' and 'Uruguay national football team'?,'Julio Montero Castillo' [played for] 'Uruguay national football team'.,['played for'],is affiliated to,['True. Reason: Julio Montero Castillo is a former professional footballer who played for the Uruguay national football team.'],['true'],['played for']
Doug Gilmour,is affiliated to,Toronto Maple Leafs,What is the relationship between 'Doug Gilmour' and 'Toronto Maple Leafs'?,'Doug Gilmour' [played for] 'Toronto Maple Leafs'.,['played for'],is affiliated to,['True. Reason: Doug Gilmour played for the Toronto Maple Leafs during his NHL career.'],['true'],['played for']
Abdikokhor Marifaliev,is affiliated to,Navbahor Namangan,What is the relationship between 'Abdikokhor Marifaliev' and 'Navbahor Namangan'?,'Abdikokhor Marifaliev' [is affiliated to] 'Navbahor Namangan',['is affiliated to'],is affiliated to,"['False. Reason: The given relationship is unlikely to exist in a general knowledge graph or common sense understanding. Abdikokhor Marifaliev is a football player and Navbahor Namangan is a football club, so the correct relationship between them would be ""Abdikokhor Marifaliev [is a player of] Navbahor Namangan"" or ""Abdikokhor Marifaliev [has played for] Navbahor Namangan"".']",['false'],['plays for']
Haris Vučkić,is affiliated to,Cardiff City F.C.,What is the relationship between 'Haris Vučkić' and 'Cardiff City F.C.'?,'Haris Vučkić' [played for] 'Cardiff City F.C.',['played for'],is affiliated to,"['False. Reason: Haris Vučkić has never played for Cardiff City F.C. He has played for clubs such as Newcastle United, Ranger FC, and FC Twente, but not Cardiff City.']",['false'],['is affiliated to']
Sergey Timofeev,plays for,FC Kyzylzhar,What is the relationship between 'Sergey Timofeev' and 'FC Kyzylzhar'?,'Sergey Timofeev' [plays for] 'FC Kyzylzhar',['plays for'],plays for,['False. Reason: There is no widely known or reported relationship between Sergey Timofeev and FC Kyzylzhar in the context of sports or football.'],['false'],['plays for']
Alberto Cavasin,plays for,Calcio Padova,What is the relationship between 'Alberto Cavasin' and 'Calcio Padova'?,'Alberto Cavasin' [is affiliated to] 'Calcio Padova',['is affiliated to'],plays for,"['False. Reason: Alberto Cavasin is a football manager known for his affiliations with various football clubs, but there is no widely known affiliation between Alberto Cavasin and Calcio Padova.']",['false'],['is affiliated to']
Serhiy Lyulka,plays for,Ukraine national under 19 football team,What is the relationship between 'Serhiy Lyulka' and 'Ukraine national under 19 football team'?,'Serhiy Lyulka' [is affiliated to] 'Ukraine national under 19 football team',['is affiliated to'],plays for,"['False. Reason: Serhiy Lyulka is a Ukrainian football player, but the relationship ""is affiliated to"" suggests a formal or official connection, while the Ukraine national under 19 football team typically consists of players who are under 19 years old. Serhiy Lyulka is not typically affiliated with this specific age group team.']",['false'],['is affiliated to']
Hang Nadim Airport,is connected to,Sultan Syarif Kasim II International Airport,What is the relationship between 'Hang Nadim Airport' and 'Sultan Syarif Kasim II International Airport'?,'Hang Nadim Airport' [has neighbor] 'Sultan Syarif Kasim II International Airport',['has neighbor'],is connected to,"['False. Reason: Hang Nadim Airport is located on Batam Island in Indonesia, while Sultan Syarif Kasim II International Airport is located in Pekanbaru, Riau Province, also in Indonesia. They are not neighboring airports.']",['false'],['is connected to']
Arnar Førsund,was born in,Oslo,What is the relationship between 'Arnar Førsund' and 'Oslo'?,'Arnar Førsund' [lives in] 'Oslo',['lives in'],was born in,"['False. Reason: Arnar Førsund is a Norwegian international footballer who is known to live in Oslo, which is the capital of Norway, and this relationship is a common fact.']",['false'],['is located in']
Hjalte Nørregaard,is affiliated to,Aarhus Gymnastikforening,What is the relationship between 'Hjalte Nørregaard' and 'Aarhus Gymnastikforening'?,'Hjalte Nørregaard' [plays for] 'Aarhus Gymnastikforening',['plays for'],is affiliated to,"['False. Reason: Hjalte Nørregaard is a retired Danish footballer who last played for Hvidovre IF, not for Aarhus Gymnastikforening.']",['false'],['plays for']
John Moody (footballer),plays for,Arsenal F.C.,What is the relationship between 'John Moody (footballer)' and 'Arsenal F.C.'?,'John Moody (footballer)' [played for] 'Arsenal F.C.',['played for'],plays for,"['True. Reason: John Moody, the footballer, played for Arsenal F.C. This can be verified through historical records and reliable sources.']",['true'],['played for']
Ryan Sugden,plays for,Oldham Athletic A.F.C.,What is the relationship between 'Ryan Sugden' and 'Oldham Athletic A.F.C.'?,'Ryan Sugden' [played for] 'Oldham Athletic A.F.C.',['played for'],plays for,"['True. Reason: Ryan Sugden played for Oldham Athletic A.F.C. as a professional footballer, which is a factual relationship in the domain of sports.']",['true'],['played for']
Matthew Gill,plays for,Norwich City F.C.,What is the relationship between 'Matthew Gill' and 'Norwich City F.C.'?,'Matthew Gill' [played for] 'Norwich City F.C.',['played for'],plays for,"['False. Reason: Matthew Gill did play for Norwich City F.C. in real life, so the relationship is True.']",['false'],['played for']
Igor Grkajac,was born in,Kraljevo,What is the relationship between 'Igor Grkajac' and 'Kraljevo'?,'Igor Grkajac' [is affiliated to] 'Kraljevo',['is affiliated to'],was born in,"['True. Reason: Igor Grkajac is a Serbian football player who is affiliated with FK Sloga Kraljevo, a football club based in Kraljevo, Serbia. It is common for football players to be affiliated with specific clubs, so the relationship between Igor Grkajac and Kraljevo as his club is valid.']",['true'],"['is affiliated to', 'was born in']"
Pop Robson,is affiliated to,West Ham United F.C.,What is the relationship between 'Pop Robson' and 'West Ham United F.C.'?,'Pop Robson' [plays for] 'West Ham United F.C.',['plays for'],is affiliated to,['True. Reason: Pop Robson is a retired footballer who played for West Ham United F.C. during his career. This relationship is a factual statement based on historical records.'],['true'],"['plays for', 'played for']"
Windsor Noncent,is affiliated to,CSO Amnéville,What is the relationship between 'Windsor Noncent' and 'CSO Amnéville'?,'Windsor Noncent' [plays for] 'CSO Amnéville',['plays for'],is affiliated to,"['False. Reason: Windsor Noncent is a fictional character, and CSO Amnéville is a real football club. Therefore, it is not possible for Windsor Noncent to play for CSO Amnéville.']",['false'],['is affiliated to']
Rhodes International Airport,is connected to,Sitia Public Airport,What is the relationship between 'Rhodes International Airport' and 'Sitia Public Airport'?,'Rhodes International Airport' [is connected to] 'Sitia Public Airport',['is connected to'],is connected to,"['True. Reason: Both Rhodes International Airport and Sitia Public Airport are airports located in Greece, and it is common for airports within the same country to be connected through flights or other transportation networks.']",['true'],"['is connected to', 'is connected to']"
George Hannah (footballer born 1928),plays for,Notts County F.C.,What is the relationship between 'George Hannah (footballer born 1928)' and 'Notts County F.C.'?,'George Hannah (footballer born 1928)' [plays for] 'Notts County F.C.',['plays for'],plays for,"['False. Reason: George Hannah (footballer born 1928) is a retired footballer and no longer plays for any football club, including Notts County F.C.']",['false'],['played for']
"Ruskin, Florida",is located in,"Hillsborough County, Florida","What is the relationship between 'Ruskin, Florida' and 'Hillsborough County, Florida'?","'Ruskin, Florida' [is located in] 'Hillsborough County, Florida'",['is located in'],is located in,"['True. Reason: Ruskin, Florida is indeed located in Hillsborough County, Florida. This is a geographical fact that can be verified easily.']",['true'],"['is located in', 'is located in']"
Adam Rooney,is affiliated to,Republic of Ireland national under 21 football team,What is the relationship between 'Adam Rooney' and 'Republic of Ireland national under 21 football team'?,'Adam Rooney' [played for] 'Republic of Ireland national under 21 football team',['played for'],is affiliated to,"['False. Reason: Adam Rooney is a professional football player from Scotland, so it is unlikely that he played for the Republic of Ireland national under-21 football team.']",['false'],['played for']
Emmanuel Kenmogne,plays for,Royal Antwerp F.C.,What is the relationship between 'Emmanuel Kenmogne' and 'Royal Antwerp F.C.'?,'Emmanuel Kenmogne' [plays for] 'Royal Antwerp F.C.',['plays for'],plays for,"['True. Reason: Emmanuel Kenmogne is a professional footballer who plays for Royal Antwerp F.C. as a forward, based on verified information from football databases and official team announcements.']",['true'],"['plays for', 'plays for']"
Marc Kienle,plays for,Karlsruher SC,What is the relationship between 'Marc Kienle' and 'Karlsruher SC'?,'Marc Kienle' [is affiliated to] 'Karlsruher SC',['is affiliated to'],plays for,['False. Reason: There is no known affiliation between Marc Kienle and Karlsruher SC based on common knowledge and available information.'],['false'],['is affiliated to']
Aitor Ramos,plays for,Barakaldo CF,What is the relationship between 'Aitor Ramos' and 'Barakaldo CF'?,'Aitor Ramos' [plays for] 'Barakaldo CF',['plays for'],plays for,"['False. Reason: Aitor Ramos currently plays for Real Sociedad in La Liga, not Barakaldo CF.']",['false'],['plays for']
Cléber,was born in,Brasília,What is the relationship between 'Cléber' and 'Brasília'?,'Cléber' [is located in] 'Brasília',['is located in'],was born in,"['False. Reason: Brasília is the capital city of Brazil, while Cléber is a personal name. The relationship ""is located in"" is typically used for physical locations such as cities, countries, buildings, etc. It does not make sense to say that a person is located in a city.']",['false'],['is located in']
Dragan Stančić,plays for,Guizhou Zhicheng F.C.,What is the relationship between 'Dragan Stančić' and 'Guizhou Zhicheng F.C.'?,'Dragan Stančić' [plays for] 'Guizhou Zhicheng F.C.',['plays for'],plays for,['False. Reason: There is no known or documented relationship between Dragan Stančić and Guizhou Zhicheng F.C. in common knowledge or public records.'],['false'],['is affiliated to']
Ercole Rabitti,is affiliated to,A.C. Fanfulla 1874,What is the relationship between 'Ercole Rabitti' and 'A.C. Fanfulla 1874'?,'Ercole Rabitti' [plays for] 'A.C. Fanfulla 1874',['plays for'],is affiliated to,"['False. Reason: Ercole Rabitti is a composer and academic, not a professional athlete. The relationship ""plays for"" is typically used in the context of sports, so it is not applicable in this case.']",['false'],['plays for']
Aleksandar Bratić,plays for,Servette FC,What is the relationship between 'Aleksandar Bratić' and 'Servette FC'?,'Aleksandar Bratić' [plays for] 'Servette FC',['plays for'],plays for,['False. Reason: There is no widely known information or common knowledge suggesting that Aleksandar Bratić plays for Servette FC.'],['false'],['plays for']
Mike Pearson (footballer),is affiliated to,Oldham Athletic A.F.C.,What is the relationship between 'Mike Pearson (footballer)' and 'Oldham Athletic A.F.C.'?,'Mike Pearson (footballer)' [plays for] 'Oldham Athletic A.F.C.',['plays for'],is affiliated to,"['False. Reason: As of September 2021, Mike Pearson is not listed as a player for Oldham Athletic A.F.C., so the relationship does not exist in the current context.']",['false'],['plays for']
Valmir Pontes Arantes,plays for,FC Chur 97,What is the relationship between 'Valmir Pontes Arantes' and 'FC Chur 97'?,'Valmir Pontes Arantes' [is affiliated to] 'FC Chur 97',['is affiliated to'],plays for,"['False. Reason: This relationship is likely to be False because Valmir Pontes Arantes is a retired Brazilian footballer, and FC Chur 97 is a football club in Switzerland. It is unlikely for a retired footballer from Brazil to be affiliated with a football club in Switzerland.']",['false'],['is affiliated to']
Paul McGee (footballer born 1968),is affiliated to,Bohemian F.C.,What is the relationship between 'Paul McGee (footballer born 1968)' and 'Bohemian F.C.'?,'Paul McGee (footballer born 1968)' [played for] 'Bohemian F.C.',['played for'],is affiliated to,"['True. Reason: Paul McGee, the footballer born in 1968, did indeed play for Bohemian F.C. This relationship can be verified through historical records and is a common fact within the realm of football.']",['true'],['played for']
Juan Carlos Mariño,plays for,KS Dinamo Tirana,What is the relationship between 'Juan Carlos Mariño' and 'KS Dinamo Tirana'?,'Juan Carlos Mariño' [plays for] 'KS Dinamo Tirana',['plays for'],plays for,['False. Reason: There is no known relationship between Juan Carlos Mariño and KS Dinamo Tirana in terms of playing for the club.'],['false'],['plays for']
Sharm el Sheikh International Airport,is connected to,Frankfurt Airport,What is the relationship between 'Sharm el Sheikh International Airport' and 'Frankfurt Airport'?,'Sharm el Sheikh International Airport' [is connected to] 'Frankfurt Airport',['is connected to'],is connected to,['False. Reason: Sharm el Sheikh International Airport is not directly connected to Frankfurt Airport based on typical understanding of airport connections.'],['false'],['is connected to']
Carl Jones,plays for,Shildon A.F.C.,What is the relationship between 'Carl Jones' and 'Shildon A.F.C.'?,'Carl Jones' [is affiliated to] 'Shildon A.F.C.',['is affiliated to'],plays for,"['True. Reason: Carl Jones is a soccer player and it is common for soccer players to be affiliated with soccer clubs like Shildon A.F.C., either as current players or former players.']",['true'],"['is affiliated to', 'is affiliated to']"
Jack White (film producer),created,Up in Daisy's Penthouse,What is the relationship between 'Jack White (film producer)' and 'Up in Daisy's Penthouse'?,'Jack White (film producer)' [acted in] 'Up in Daisy's Penthouse',['acted in'],created,"['False. Reason: Jack White is a film producer, not an actor. Therefore, it is not possible for him to have acted in a movie like ""Up in Daisy\'s Penthouse.""']",['false'],['edited']
Teejan Bai,has won prize,Padma Shri,What is the relationship between 'Teejan Bai' and 'Padma Shri'?,'Teejan Bai' [has won prize] 'Padma Shri',['has won prize'],has won prize,"['True. Reason: Teejan Bai has indeed won the Padma Shri award, which is a well-known and verifiable fact.']",['true'],"['has won prize', 'has won prize']"
Armand Ossey,was born in,Libreville,What is the relationship between 'Armand Ossey' and 'Libreville'?,'Armand Ossey' [is located in] 'Libreville',['is located in'],was born in,"['False. Reason: Armand Ossey is a person, and people are not typically located in specific cities like Libreville.']",['false'],['is located in']
