head,relation,tail,Label,head_id,relation_id,tail_id,prompt,response,pred_relation,true_relation,verification
Jaan Kaplinski,ethnic group,English people,0,Q467482,P172,Q42406,What is the relationship between 'Jaan Kaplinski' and 'English people'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Gustavo Cerati,country of citizenship,Canada,0,Q533284,P27,Q16,What is the relationship between 'Gustavo Cerati' and 'Canada'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Vitaly Ginzburg,member of,Royal Society,1,Q104668,P463,Q123885,What is the relationship between 'Vitaly Ginzburg' and 'Royal Society'?,Vitaly Ginzburg [member of] Royal Society,['member of'],member of,['False. Reason: Vitaly Ginzburg was not a member of the Royal Society.']
François-René de Chateaubriand,genre,novel,1,Q49767,P136,Q8261,What is the relationship between 'François-René de Chateaubriand' and 'novel'?,François-René de Chateaubriand [notable works] novel,['notable works'],genre,"['False. Reason: François-René de Chateaubriand was a French writer known for his works such as ""Atala"" and ""Mémoires d\'outre-tombe"", but he did not solely write novels. He also wrote poetry, essays, and political works. Therefore, it is incorrect to state that his only notable works are novels.']"
Alice Walker,occupation,essayist,1,Q215868,P106,Q11774202,What is the relationship between 'Alice Walker' and 'essayist'?,Alice Walker [occupation] essayist,['occupation'],occupation,"['True. Reason: Alice Walker is indeed a well-known American author and activist who is best known for her novel ""The Color Purple"". Additionally, she has written essays and is considered an influential essayist in addition to being a novelist.']"
Gore Vidal,occupation,autobiographer,0,Q167821,P106,Q18814623,What is the relationship between 'Gore Vidal' and 'autobiographer'?,Gore Vidal [occupation] autobiographer,['occupation'],relationship is ambiguous,"['False. Reason: Gore Vidal was a novelist, essayist, and playwright, but not an autobiographer.']"
Tanzania,diplomatic relation,Malaysia,1,Q924,P530,Q833,What is the relationship between 'Tanzania' and 'Malaysia'?,Country [diplomatic relation] Country,['diplomatic relation'],diplomatic relation,"['False. Reason: It is common sense that countries generally establish diplomatic relations with each other. Therefore, it is more likely that Tanzania has diplomatic relations with Malaysia.']"
Singapore,diplomatic relation,Taiwan,1,Q334,P530,Q865,What is the relationship between 'Singapore' and 'Taiwan'?,Singapore [diplomatic relation] Taiwan,['diplomatic relation'],diplomatic relation,"['True. Reason: It is common knowledge that Singapore and Taiwan have diplomatic relations. Even though Singapore officially recognizes the One-China policy, which considers Taiwan as part of China, it still maintains unofficial relations with Taiwan.']"
LeToya Luckett,record label,Capitol Records,1,Q257302,P264,Q193023,What is the relationship between 'LeToya Luckett' and 'Capitol Records'?,LeToya Luckett [record label] Capitol Records,['record label'],record label,"[""True. Reason: LeToya Luckett was signed to Capitol Records, which indicates that there is a 'record label' relationship between LeToya Luckett and Capitol Records in the music industry.""]"
Lesotho,official language,French,0,Q1013,P37,Q150,What is the relationship between 'Lesotho' and 'French'?,Lesotho [official language] French,['official language'],relationship is ambiguous,"['False. Reason: The official language of Lesotho is Sesotho and English, not French.']"
Vanessa Carlton,genre,blues,0,Q233081,P136,Q9759,What is the relationship between 'Vanessa Carlton' and 'blues'?,Vanessa Carlton [genre] blues,['genre'],relationship is ambiguous,"['False. Reason: Vanessa Carlton is primarily known for her pop music, not blues.']"
Lenny Kravitz,country of citizenship,Italy,0,Q180224,P27,Q38,What is the relationship between 'Lenny Kravitz' and 'Italy'?,Lenny Kravitz [residence] Italy,['residence'],relationship is ambiguous,"['False. Reason: Lenny Kravitz is an American singer, songwriter, and actor who is primarily based in the United States. He does not reside in Italy based on available information.']"
Bret Michaels,instrument,keyboard instrument,0,Q365042,P1303,Q52954,What is the relationship between 'Bret Michaels' and 'keyboard instrument'?,Bret Michaels [instrument] keyboard instrument,['instrument'],relationship is ambiguous,"['False. Reason: Bret Michaels is a famous singer and songwriter known for playing guitar and not specifically for playing keyboard instruments. Therefore, it is unlikely that Bret Michaels plays a keyboard instrument.']"
Mozambique,member of,International Bank for Reconstruction and Development,1,Q1029,P463,Q191384,What is the relationship between 'Mozambique' and 'International Bank for Reconstruction and Development'?,Mozambique [member of] International Bank for Reconstruction and Development.,['member of'],member of,['False. Reason: Mozambique is not a member of the International Bank for Reconstruction and Development (IBRD).']
Adriano Celentano,occupation,film score composer,1,Q199943,P106,Q1415090,What is the relationship between 'Adriano Celentano' and 'film score composer'?,Adriano Celentano [occupation] film score composer,['occupation'],occupation,"['False. Reason: Adriano Celentano is primarily known as a singer, actor, and comedian, not a film score composer.']"
Marlene Dietrich,country of citizenship,United States of America,1,Q4612,P27,Q30,What is the relationship between 'Marlene Dietrich' and 'United States of America'?,Marlene Dietrich [country of citizenship] United States of America,['country of citizenship'],country of citizenship,"['True. Reason: Marlene Dietrich was a German-American actress and singer who eventually became a United States citizen, so the relationship ""Marlene Dietrich [country of citizenship] United States of America"" is true.']"
Robert Schumann,genre,electronic music,0,Q7351,P136,Q9778,What is the relationship between 'Robert Schumann' and 'electronic music'?,Robert Schumann [influenced by] electronic music,['influenced by'],relationship is ambiguous,"['False. Reason: Robert Schumann lived in the 19th century, while electronic music as a genre emerged in the mid-20th century with the invention of electronic instruments and technology. Therefore, it is not possible for Robert Schumann to be influenced by electronic music.']"
Netherlands,diplomatic relation,Russia,1,Q55,P530,Q159,What is the relationship between 'Netherlands' and 'Russia'?,Netherlands [country] Russia,['country'],diplomatic relation,"['True. Reason: Both Netherlands and Russia are countries, so it is true that Netherlands is a country and Russia is a country.']"
George Tabori,"languages spoken, written, or signed",English,1,Q152301,P1412,Q1860,What is the relationship between 'George Tabori' and 'English'?,"George Tabori [languages spoken, written, or signed] English","['languages spoken, written, or signed']","languages spoken, written, or signed","['True. Reason: It is common for individuals to speak, write, or sign in English, so it is plausible that George Tabori speaks, writes, or signs in English.']"
Chile,diplomatic relation,El Salvador,1,Q298,P530,Q792,What is the relationship between 'Chile' and 'El Salvador'?,Chile [neighboring country] El Salvador.,['neighboring country'],diplomatic relation,['False. Reason: Chile and El Salvador are not neighboring countries. The country of Peru lies between Chile and El Salvador.']
Academy of Sciences of the USSR,country,Weimar Republic,0,Q2370801,P17,Q41304,What is the relationship between 'Academy of Sciences of the USSR' and 'Weimar Republic'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Jamie Foxx,instrument,voice,1,Q171905,P1303,Q17172850,What is the relationship between 'Jamie Foxx' and 'voice'?,Jamie Foxx [cast member] voice,['cast member'],instrument,"['True. Reason: Jamie Foxx has provided voice work in animated movies and TV shows, such as ""Soul"" and ""Rio"", where he voiced animated characters.']"
Guglielmo Marconi,member of,Academy of Sciences of Turin,1,Q36488,P463,Q2822396,What is the relationship between 'Guglielmo Marconi' and 'Academy of Sciences of Turin'?,Guglielmo Marconi [member of] Academy of Sciences of Turin,['member of'],member of,['False. Reason: Guglielmo Marconi was an Italian inventor and electrical engineer known for his work on the development of radio. He is not commonly known for being a member of the Academy of Sciences of Turin.']
Phil Harris,occupation,voice actor,1,Q596717,P106,Q2405480,What is the relationship between 'Phil Harris' and 'voice actor'?,Phil Harris [occupation] voice actor,['occupation'],occupation,"['True. Reason: Phil Harris was a well-known voice actor, providing the voice for several Disney characters such as Baloo in ""The Jungle Book"" and Thomas O\'Malley in ""The Aristocats"".']"
Noam Chomsky,educated at,Princeton University,0,Q9049,P69,Q21578,What is the relationship between 'Noam Chomsky' and 'Princeton University'?,Noam Chomsky [educated at] Princeton University.,['educated at'],relationship is ambiguous,"['True. Reason: Noam Chomsky was indeed educated at Princeton University, where he received his undergraduate degree in 1949.']"
Marlene Dietrich,country of citizenship,Switzerland,0,Q4612,P27,Q39,What is the relationship between 'Marlene Dietrich' and 'Switzerland'?,Marlene Dietrich [residence] Switzerland.,['residence'],relationship is ambiguous,"['False. Reason: Marlene Dietrich, a famous German-American actress and singer, resided primarily in the United States and France throughout her life. There is no known association or evidence suggesting that she resided in Switzerland.']"
Eritrea,member of,"""African, Caribbean and Pacific Group of States""",1,Q986,P463,Q294278,"What is the relationship between 'Eritrea' and '""African, Caribbean and Pacific Group of States""'?","'Eritrea' [member of] 'African, Caribbean and Pacific Group of States'",['member of'],member of,"['True. Reason: Eritrea is a member of the African, Caribbean and Pacific Group of States (ACP Group).']"
Veniamin Smekhov,country of citizenship,Japan,0,Q183535,P27,Q17,What is the relationship between 'Veniamin Smekhov' and 'Japan'?,Veniamin Smekhov [visited] Japan.,['visited'],relationship is ambiguous,"['False. Reason: Veniamin Smekhov, a Russian actor known for his work in Russian cinema and theater, does not have any known connection or reason to have visited Japan based on his career and background.']"
Yoko Ono,spouse,Michael Penn,0,Q117012,P26,Q1345514,What is the relationship between 'Yoko Ono' and 'Michael Penn'?,Yoko Ono [parent organization] Michael Penn,['parent organization'],relationship is ambiguous,"['False. Reason: Yoko Ono is a Japanese multimedia artist, singer, and peace activist, while Michael Penn is an American singer-songwriter and composer. There is no known parent organization relationship between Yoko Ono and Michael Penn based on common knowledge.']"
Pavel Jozef Šafárik,country of citizenship,Kingdom of Prussia,0,Q158354,P27,Q27306,What is the relationship between 'Pavel Jozef Šafárik' and 'Kingdom of Prussia'?,Pavel Jozef Šafárik [educated at] Kingdom of Prussia,['educated at'],relationship is ambiguous,"['False. Reason: Pavel Jozef Šafárik was a Slovak poet, literary historian, and ethnographer who lived in the 19th century. He was not educated in the Kingdom of Prussia.']"
Al Jolson,ethnic group,French people,0,Q128532,P172,Q121842,What is the relationship between 'Al Jolson' and 'French people'?,Al Jolson [influenced by] French people,['influenced by'],relationship is ambiguous,"['False. Reason: Al Jolson was an American singer and actor known for his influence on American popular music and culture, but not specifically influenced by a group as broad as ""French people"". The relationship between Al Jolson and ""French people"" influencing him does not align with common sense or historical knowledge.']"
Cliff Richard,country of citizenship,Germany,0,Q82238,P27,Q183,What is the relationship between 'Cliff Richard' and 'Germany'?,Cliff Richard [performed in] Germany.,['performed in'],relationship is ambiguous,['True. Reason: Cliff Richard is a singer who has performed in various countries including Germany.']
Donny Hathaway,place of death,Toronto,0,Q507864,P20,Q172,What is the relationship between 'Donny Hathaway' and 'Toronto'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Billy Joel,place of birth,Los Angeles,0,Q194333,P19,Q65,What is the relationship between 'Billy Joel' and 'Los Angeles'?,Billy Joel [residence] Los Angeles,['residence'],relationship is ambiguous,"['False. Reason: Billy Joel is known to reside mainly in Oyster Bay, New York, rather than Los Angeles.']"
Mick Ronson,"languages spoken, written, or signed",English,1,Q361677,P1412,Q1860,What is the relationship between 'Mick Ronson' and 'English'?,Mick Ronson [country of citizenship] English,['country of citizenship'],"languages spoken, written, or signed","['True. Reason: Mick Ronson was a British musician and guitarist who was born and raised in the United Kingdom, hence it is true that he was English.']"
Ivan Goncharov,occupation,literary critic,1,Q189665,P106,Q4263842,What is the relationship between 'Ivan Goncharov' and 'literary critic'?,Ivan Goncharov [occupation] literary critic,['occupation'],occupation,"['True. Reason: Ivan Goncharov was a Russian novelist, best known for his novel ""Oblomov"". He was not a literary critic.']"
Michel Houellebecq,occupation,author,1,Q103114,P106,Q482980,What is the relationship between 'Michel Houellebecq' and 'author'?,Michel Houellebecq [occupation] author,['occupation'],occupation,"['True. Reason: Michel Houellebecq is a well-known French author, so the relationship between Michel Houellebecq and the occupation ""author"" is true based on common knowledge.']"
Benoit Mandelbrot,educated at,École Polytechnique,1,Q101740,P69,Q273626,What is the relationship between 'Benoit Mandelbrot' and 'École Polytechnique'?,Benoit Mandelbrot [educated at] École Polytechnique,['educated at'],educated at,"['True. Reason: Benoit Mandelbrot was educated at École Polytechnique, a prestigious university in France where he studied mathematics.']"
Irène Joliot-Curie,sibling,Henri Poincaré,0,Q7504,P3373,Q81082,What is the relationship between 'Irène Joliot-Curie' and 'Henri Poincaré'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Nigeria,member of,International Telecommunication Union,1,Q1033,P463,Q376150,What is the relationship between 'Nigeria' and 'International Telecommunication Union'?,Nigeria [member of] International Telecommunication Union,['member of'],member of,['False. Reason: Nigeria is a member of the International Telecommunication Union (ITU) as it is a sovereign country that has joined this specialized agency of the United Nations.']
George Steiner,occupation,novelist,1,Q453288,P106,Q6625963,What is the relationship between 'George Steiner' and 'novelist'?,George Steiner [occupation] novelist,['occupation'],occupation,"['True. Reason: George Steiner is known for being a literary critic, essayist, philosopher, and educator, but not specifically as a novelist.']"
Lena Meyer-Landrut,"languages spoken, written, or signed",English,1,Q7013,P1412,Q1860,What is the relationship between 'Lena Meyer-Landrut' and 'English'?,"Lena Meyer-Landrut [languages spoken, written, or signed] English","['languages spoken, written, or signed']","languages spoken, written, or signed","['False. Reason: Lena Meyer-Landrut is a German singer and the relationship between Lena Meyer-Landrut and English being a language spoken, written, or signed by her might be logically possible due to globalization and multilingualism, but there is no specific information or official source confirming that Lena Meyer-Landrut speaks English. Therefore, we cannot definitively claim this relationship to be true based on common knowledge.']"
Jerry Lee Lewis,instrument,voice,1,Q202729,P1303,Q17172850,What is the relationship between 'Jerry Lee Lewis' and 'voice'?,Jerry Lee Lewis [instrument] voice,['instrument'],instrument,"['False. Reason: Jerry Lee Lewis is known as a singer and a pianist, not a vocalist.']"
Mary Shelley,spouse,Dorothy L. Sayers,0,Q47152,P26,Q106740,What is the relationship between 'Mary Shelley' and 'Dorothy L. Sayers'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Richard Wright,country of citizenship,Soviet Union,0,Q190251,P27,Q15180,What is the relationship between 'Richard Wright' and 'Soviet Union'?,Richard Wright [visited] Soviet Union.,['visited'],relationship is ambiguous,"['True. Reason: Richard Wright, the American author, traveled to the Soviet Union in 1949 as a part of his visit to various countries, including France and Spain, to understand the social and political conditions there.']"
Lars Onsager,country of citizenship,Australia,0,Q107405,P27,Q408,What is the relationship between 'Lars Onsager' and 'Australia'?,Lars Onsager [educated at] Australia,['educated at'],relationship is ambiguous,"['False. Reason: Lars Onsager, a Norwegian-born American physical chemist, was not educated in Australia. He received his education in Norway, receiving his Ph.D. from the Norwegian Institute of Technology.']"
Slovenia,diplomatic relation,Moldova,1,Q215,P530,Q217,What is the relationship between 'Slovenia' and 'Moldova'?,Slovenia [country] Moldova,['country'],diplomatic relation,"['False. Reason: Slovenia and Moldova are both separate and independent countries, therefore they are not the same country.']"
Madonna,instrument,voice,1,Q1744,P1303,Q17172850,What is the relationship between 'Madonna' and 'voice'?,Madonna [instrument] voice,['instrument'],instrument,"['False. Reason: Madonna is a singer and performer, not a musical instrument. The correct relationship should be ""Madonna [has] voice"" or ""Madonna [sings] with her voice"".']"
Charles Bukowski,country of citizenship,Hungary,0,Q76409,P27,Q28,What is the relationship between 'Charles Bukowski' and 'Hungary'?,Charles Bukowski [country of citizenship] Hungary,['country of citizenship'],relationship is ambiguous,['False. Reason: Charles Bukowski was not a citizen of Hungary. He was a citizen of the United States.']
Allan Sherman,instrument,voice,1,Q708963,P1303,Q17172850,What is the relationship between 'Allan Sherman' and 'voice'?,Allan Sherman [cast member] voice,['cast member'],instrument,"['True. Reason: It is common knowledge that a cast member is typically associated with being part of a television show or movie, and it is plausible for Allan Sherman to have been a cast member providing his voice for a character or role in a production.']"
Douglas Adams,occupation,journalist,0,Q42,P106,Q1930187,What is the relationship between 'Douglas Adams' and 'journalist'?,Douglas Adams [occupation] journalist,['occupation'],relationship is ambiguous,"['False. Reason: Douglas Adams was a writer and humorist, not a journalist.']"
Epic,founded by,Columbia Records,1,Q216364,P112,Q183387,What is the relationship between 'Epic' and 'Columbia Records'?,Epic [record label] Columbia Records,['record label'],founded by,"['False. Reason: Epic and Columbia Records are both record labels, but they are separate entities and not directly related as a relationship implies.']"
Raymond Scott,country of citizenship,Germany,0,Q1334617,P27,Q183,What is the relationship between 'Raymond Scott' and 'Germany'?,Raymond Scott [influenced by] Germany.,['influenced by'],relationship is ambiguous,"['False. Reason: It is unlikely for an individual (Raymond Scott) to be influenced by an entire country (Germany) as influences typically come from specific people, movements, or cultural aspects within a country.']"
Cass Elliot,"languages spoken, written, or signed",Portuguese,0,Q49734,P1412,Q5146,What is the relationship between 'Cass Elliot' and 'Portuguese'?,"Cass Elliot [languages spoken, written, or signed] Portuguese","['languages spoken, written, or signed']",relationship is ambiguous,['False. Reason: Cass Elliot was an American singer and actress who primarily spoke English. There is no known information or evidence suggesting that she spoke Portuguese.']
Samoa,member of,"""African, Caribbean and Pacific Group of States""",1,Q683,P463,Q294278,"What is the relationship between 'Samoa' and '""African, Caribbean and Pacific Group of States""'?","Samoa [member of] ""African, Caribbean and Pacific Group of States""",['member of'],member of,"['False. Reason: Samoa is not located in Africa, the Caribbean, or the Pacific, so it is unlikely to be a member of the African, Caribbean, and Pacific Group of States.']"
Dominica,member of,"""African, Caribbean and Pacific Group of States""",1,Q784,P463,Q294278,"What is the relationship between 'Dominica' and '""African, Caribbean and Pacific Group of States""'?","Dominica [member of] ""African, Caribbean and Pacific Group of States""",['member of'],member of,"['True. Reason: Dominica is a member of the African, Caribbean and Pacific Group of States as it is a country located in the Caribbean region and is part of this international organization which includes countries from Africa, the Caribbean, and the Pacific regions.']"
Austria-Hungary,official language,Portuguese,0,Q28513,P37,Q5146,What is the relationship between 'Austria-Hungary' and 'Portuguese'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
George Eliot,religion,Judaism,0,Q131333,P140,Q9268,What is the relationship between 'George Eliot' and 'Judaism'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Melanie C,genre,hip hop music,0,Q151830,P136,Q11401,What is the relationship between 'Melanie C' and 'hip hop music'?,Melanie C [genre] hip hop music,['genre'],relationship is ambiguous,"['False. Reason: Melanie C is known for pop music, not hip hop music.']"
Lev Gumilyov,country of citizenship,Austria,0,Q135481,P27,Q40,What is the relationship between 'Lev Gumilyov' and 'Austria'?,Lev Gumilyov [place of death] Austria,['place of death'],relationship is ambiguous,"['False. Reason: Lev Gumilyov did not die in Austria. He passed away in Saint Petersburg, Russia.']"
David Hasselhoff,occupation,film producer,1,Q201927,P106,Q3282637,What is the relationship between 'David Hasselhoff' and 'film producer'?,David Hasselhoff [occupation] film producer,['occupation'],occupation,"['False. Reason: David Hasselhoff is primarily known as an actor and singer, not a film producer.']"
Michel Houellebecq,occupation,screenwriter,1,Q103114,P106,Q28389,What is the relationship between 'Michel Houellebecq' and 'screenwriter'?,Michel Houellebecq [occupation] screenwriter,['occupation'],occupation,['False. Reason: Michel Houellebecq is a French author and not primarily known as a screenwriter.']
Léon Theremin,occupation,scientist,1,Q333265,P106,Q901,What is the relationship between 'Léon Theremin' and 'scientist'?,Léon Theremin [occupation] scientist,['occupation'],occupation,"['True. Reason: Léon Theremin was a Russian inventor and scientist best known for his invention of the theremin, an electronic musical instrument.']"
John Muir,occupation,philosopher,1,Q379580,P106,Q4964182,What is the relationship between 'John Muir' and 'philosopher'?,John Muir [influenced by] philosopher,['influenced by'],occupation,"['False. Reason: John Muir was not influenced by philosophers; he was an influential naturalist, author, and advocate for the preservation of wilderness in the United States.']"
Saul Bellow,occupation,university teacher,1,Q83059,P106,Q1622272,What is the relationship between 'Saul Bellow' and 'university teacher'?,Saul Bellow [occupation] university teacher.,['occupation'],occupation,"['True. Reason: Saul Bellow was a well-known American writer and novelist, not a university teacher.']"
Alicia Keys,"languages spoken, written, or signed",English,1,Q121507,P1412,Q1860,What is the relationship between 'Alicia Keys' and 'English'?,"Alicia Keys [languages spoken, written, or signed] English","['languages spoken, written, or signed']","languages spoken, written, or signed","['True. Reason: Alicia Keys is a native English speaker and primarily communicates in English, so it is true that she speaks, writes, or signs in English.']"
Janelle Monáe,record label,Motown,0,Q234356,P264,Q43327,What is the relationship between 'Janelle Monáe' and 'Motown'?,Janelle Monáe [record label] Motown,['record label'],relationship is ambiguous,['True. Reason: Janelle Monáe is signed to the record label Motown.']
James Brown,country of citizenship,Russian Soviet Federative Socialist Republic,0,Q5950,P27,Q2305208,What is the relationship between 'James Brown' and 'Russian Soviet Federative Socialist Republic'?,James Brown [location of formation] Russian Soviet Federative Socialist Republic,['location of formation'],relationship is ambiguous,"['False. Reason: James Brown was an American singer, songwriter, and dancer, so it is unlikely that he was formed in the Russian Soviet Federative Socialist Republic.']"
Peter Lorre,place of death,Los Angeles,1,Q78505,P20,Q65,What is the relationship between 'Peter Lorre' and 'Los Angeles'?,Peter Lorre [residence] Los Angeles,['residence'],place of death,"['False. Reason: Peter Lorre was born in what is now Slovakia in 1904 and spent much of his early career in Europe. He later moved to the United States and primarily worked in Hollywood. While he did reside in Los Angeles during his time as an actor in Hollywood, it is not accurate to say that Los Angeles was his sole or primary residence.']"
Michael Penn,genre,contemporary R&B,0,Q1345514,P136,Q850412,What is the relationship between 'Michael Penn' and 'contemporary R&B'?,Relationship is ambiguous.,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Carl Djerassi,country of citizenship,Austria,1,Q78608,P27,Q40,What is the relationship between 'Carl Djerassi' and 'Austria'?,Carl Djerassi [country of citizenship] Austria,['country of citizenship'],country of citizenship,['False. Reason: Carl Djerassi was born in Austria but he became a naturalized citizen of the United States later in his life.']
Peter Kropotkin,place of birth,Moscow,1,Q5752,P19,Q649,What is the relationship between 'Peter Kropotkin' and 'Moscow'?,Peter Kropotkin [place of birth] Moscow,['place of birth'],place of birth,"['True. Reason: Peter Kropotkin was born in Moscow, Russia.']"
Ludwig Prandtl,member of,Saint Petersburg Academy of Sciences,0,Q76683,P463,Q4345832,What is the relationship between 'Ludwig Prandtl' and 'Saint Petersburg Academy of Sciences'?,Ludwig Prandtl [educated at] Saint Petersburg Academy of Sciences,['educated at'],relationship is ambiguous,"['False. Reason: Ludwig Prandtl was actually educated at the University of Munich and the Technical University of Hanover, not at the Saint Petersburg Academy of Sciences.']"
Maldives,member of,International Development Association,1,Q826,P463,Q827525,What is the relationship between 'Maldives' and 'International Development Association'?,Maldives [member of] International Development Association,['member of'],member of,"[""True. Reason: The International Development Association (IDA) is an international financial institution that offers concessional loans and grants to the world's poorest countries. Maldives is one of the countries that are eligible to receive assistance from the IDA, making it a member of the International Development Association.""]"
Shannon Leto,record label,Virgin Records,1,Q332525,P264,Q203059,What is the relationship between 'Shannon Leto' and 'Virgin Records'?,Shannon Leto [record label] Virgin Records,['record label'],record label,['False. Reason: Shannon Leto is a musician and not associated with Virgin Records.']
Milla Jovovich,occupation,film actor,1,Q170576,P106,Q10800557,What is the relationship between 'Milla Jovovich' and 'film actor'?,Milla Jovovich [occupation] film actor,['occupation'],occupation,"['True. Reason: Milla Jovovich is a well-known actress who has appeared in numerous films, therefore the statement that her occupation is a film actor is true based on common knowledge.']"
Jerry Lewis,occupation,television actor,1,Q294927,P106,Q10798782,What is the relationship between 'Jerry Lewis' and 'television actor'?,Jerry Lewis [occupation] television actor,['occupation'],occupation,"['False. Reason: Jerry Lewis was primarily known as a comedian, actor, singer, filmmaker, and humanitarian, not specifically as a television actor.']"
George Eliot,occupation,translator,1,Q131333,P106,Q333634,What is the relationship between 'George Eliot' and 'translator'?,George Eliot [translator] Relationship is ambiguous.,"['translator', 'relationship is ambiguous']",occupation,"['False. Reason: The relationship does not make sense as it is stating that George Eliot is a translator, which is not true. George Eliot was actually the pen name of the English novelist Mary Ann Evans. She was not primarily known for her work as a translator.', 'relationship is ambiguous']"
Stendhal,movement,literary realism,1,Q502,P135,Q667661,What is the relationship between 'Stendhal' and 'literary realism'?,Stendhal [influenced by] literary realism.,['influenced by'],movement,['True. Reason: Stendhal was a prominent figure in the literary movement known as realism and his works are considered to have had an influence on the development of literary realism.']
North Korea,diplomatic relation,Togo,1,Q423,P530,Q945,What is the relationship between 'North Korea' and 'Togo'?,Relationship is ambiguous.,['relationship is ambiguous'],diplomatic relation,['relationship is ambiguous']
Ringo Starr,religion,Christianity,1,Q2632,P140,Q5043,What is the relationship between 'Ringo Starr' and 'Christianity'?,Ringo Starr [religion] Christianity,['religion'],religion,"['False. Reason: Ringo Starr, a former member of The Beatles, is known to be of a different religion than Christianity. He is a follower of the Hindu faith and practices Transcendental Meditation.']"
Daniel Handler,occupation,actor,0,Q1060636,P106,Q33999,What is the relationship between 'Daniel Handler' and 'actor'?,Daniel Handler [occupation] actor,['occupation'],relationship is ambiguous,['False. Reason: Daniel Handler is not primarily known as an actor; he is a writer known for his work under the pen name Lemony Snicket.']
Janet Jackson,field of work,musical composition,1,Q131324,P101,Q207628,What is the relationship between 'Janet Jackson' and 'musical composition'?,Janet Jackson [performed by] musical composition,['performed by'],field of work,"['False. Reason: Janet Jackson is a singer and performer, while a musical composition is a piece of music written or composed by someone. It would be more appropriate to say ""Janet Jackson performed the musical composition.""']"
M.I.A.,occupation,songwriter,1,Q204019,P106,Q753110,What is the relationship between 'M.I.A.' and 'songwriter'?,M.I.A. [occupation] songwriter.,['occupation'],occupation,['True. Reason: M.I.A. is known for being a songwriter in addition to being a singer and music producer.']
Vitamin C,residence,Los Angeles,1,Q267406,P551,Q65,What is the relationship between 'Vitamin C' and 'Los Angeles'?,Relationship is ambiguous,['relationship is ambiguous'],residence,['relationship is ambiguous']
United States of America,diplomatic relation,Switzerland,1,Q30,P530,Q39,What is the relationship between 'United States of America' and 'Switzerland'?,'United States of America' [country] 'Switzerland',['country'],diplomatic relation,"['False. Reason: The United States of America and Switzerland are both countries, so they have a ""country"" relationship.']"
Gene Kelly,place of death,Chicago,0,Q73089,P20,Q1297,What is the relationship between 'Gene Kelly' and 'Chicago'?,Gene Kelly [cast member] Chicago,['cast member'],relationship is ambiguous,"['False. Reason: Gene Kelly did not appear in the movie ""Chicago"".']"
Gottfried Wilhelm Leibniz,occupation,engineer,1,Q9047,P106,Q81096,What is the relationship between 'Gottfried Wilhelm Leibniz' and 'engineer'?,Relationship is ambiguous,['relationship is ambiguous'],occupation,['relationship is ambiguous']
Maria Callas,instrument,voice,1,Q128297,P1303,Q17172850,What is the relationship between 'Maria Callas' and 'voice'?,Maria Callas [instrument] voice,['instrument'],instrument,"['True. Reason: Maria Callas was a renowned soprano opera singer known for her exceptional voice, not for playing a musical instrument.']"
John Locke,cause of death,renal insufficiency,0,Q9353,P509,Q476921,What is the relationship between 'John Locke' and 'renal insufficiency'?,Relationship is ambiguous,['relationship is ambiguous'],relationship is ambiguous,['relationship is ambiguous']
Luxembourg,diplomatic relation,United States of America,1,Q32,P530,Q30,What is the relationship between 'Luxembourg' and 'United States of America'?,Luxembourg [country] United States of America,['country'],diplomatic relation,"['False. Reason: Luxembourg and the United States of America are both countries, but they are not directly connected in terms of being the same country or having any hierarchical relationship in a knowledge graph.']"
Peter Tork,place of birth,London,0,Q597433,P19,Q84,What is the relationship between 'Peter Tork' and 'London'?,Peter Tork [place of birth] London,['place of birth'],relationship is ambiguous,"['False. Reason: Peter Tork, a member of The Monkees, was born in Washington, D.C., United States, not in London.']"
Nicolae Iorga,occupation,poet,1,Q313581,P106,Q49757,What is the relationship between 'Nicolae Iorga' and 'poet'?,Nicolae Iorga [occupation] poet,['occupation'],occupation,"['False. Reason: Nicolae Iorga was a Romanian historian, politician, literary critic, memoirist, poet, and playwright, so the statement is true.']"
Turkey,diplomatic relation,Georgia,1,Q43,P530,Q230,What is the relationship between 'Turkey' and 'Georgia'?,Turkey [neighboring country] Georgia,['neighboring country'],diplomatic relation,"['True. Reason: Turkey and Georgia share a common border, so they are neighboring countries.']"
People's Republic of China,diplomatic relation,United States of America,1,Q148,P530,Q30,What is the relationship between 'People's Republic of China' and 'United States of America'?,'People's Republic of China' [country] 'United States of America',['country'],diplomatic relation,"[""True. Reason: Both People's Republic of China and United States of America are countries.""]"
