head,relation,tail,prompt,response,pred_relation,true_relation,verification,pred_verification,pred_relation_2
linear,derivationally related form,add,What is the relationship between 'linear' and 'add'?,"1. 'linear' [also see] 'add';
2. 'linear' [similar to] 'add';
3. 'linear' [derivationally related form] 'add';","['also see', 'similar to', 'derivationally related form']",derivationally related form,"['False. Reason: The terms ""Linear"" and ""Add"" are not directly related. ""Linear"" often refers to a straight line in mathematics or a succession of points, and ""Add"" is a mathematical operation. However, seeing one does not inherently imply you should also see the other.', 'False. Reason: In mathematics, ""linear"" refers to a specific kind of function or equation, while ""add"" refers to a mathematical operation. The two do not share enough characteristics to be deemed similar. They are parts of the same discipline (mathematics) but are not similar in the sense a linear equation cannot be equated to the concept of addition. Therefore, the statement ""\'linear\' is similar to \'add\'"" is not true.', 'True. Reason: ""Linear"" and ""add"" can be derivationally related as in mathematics and physics. In certain contexts, ""add"" can be used as an indicator of linearity, as when you add numbers along a straight line.']","['false', 'false', 'true']","['derivationally related form', 'synset domain topic of', 'derivationally related form', 'verb group', 'member of domain topic', 'synset domain topic of', 'derivationally related form']"
seat,verb group,sit,What is the relationship between 'seat' and 'sit'?,1. 'seat' [derivationally related form] 'sit'; 2. 'seat' [synset domain topic of] 'sit'; 3. 'seat' [verb group] 'sit'; 4. 'seat' [similar to] 'sit',"['derivationally related form', 'synset domain topic of', 'verb group', 'similar to']",verb group,"['True. Reason: The term ""seat"" is indeed derivationally related to the verb ""sit"". They both share a common root and notion, which is the action of resting on something.', ""True. Reason: The act of sitting is related to the entity 'seat', as the typical function of a seat is to be sat upon. Therefore, in the semantics context, sitting is a common domain topic when discussing seats."", 'True. Reason: The action of \'sitting\' is closely associated with a \'seat\', as the primary function of a seat is to be sat upon. Thus, the relationship ""seat [verb group] sit"" holds.', ""True. Reason: The concepts of 'seat' and 'sit' are related as they both pertain to the action of resting on a chair or other place to rest. The term 'seat' is often used as a synonym for 'sit'.""]","['true', 'true', 'true', 'true']","['derivationally related form', 'synset domain topic of', 'verb group', 'similar to', 'also see', 'hypernym', 'similar to', 'verb group', 'derivationally related form']"
being,derivationally related form,actual,What is the relationship between 'being' and 'actual'?,1. 'being' [similar to] 'actual'; 2. 'being' [synset domain topic of] 'actual'; 3. 'being' [also see] 'actual'; 4. 'being' [derivationally related form] 'actual'.,"['similar to', 'synset domain topic of', 'also see', 'derivationally related form']",derivationally related form,"[""False. Reason: The provided entities 'similar to' and 'actual' are not applicable in this context as entities but are commonly used as adjectives in a comparison or description, which cannot form an accurate relationship in a knowledge graph."", ""False. Reason: This relationship structure is incorrect or unclear. The 'synset domain topic of' is not a valid entity, and 'actual' cannot be the entity that this unrecognized entity pertains to. The proper arrangement of entities and the relationship between them is missing."", 'False. Reason: The phrase ""\'also see\'"" indicates a correlation or additional information, but it does not establish a direct relationship between \'being\' and \'actual\'. Also, \'being\' and \'actual\' are abstract concepts and their relationship can vary based on context.', 'False. Reason: The term ""derivationally related form"" is used to describe a linguistic relationship between words, not a relationship between the act of ""being"" and ""actual"". Additionally, ""being"" and ""actual"" are not derivationally related in English linguistics. A derivationally related form would be something like ""happy"" and ""happiness"", where one word is derived from the other.']","['false', 'false', 'false', 'false']","['synset domain region of', 'synset domain usage of', 'verb group', 'hyponym', 'instance hyponym', 'instance hypernym']"
lexicology,derivationally related form,lexicographer,What is the relationship between 'lexicology' and 'lexicographer'?,1. lexicology [member of domain topic] lexicographer; 2. lexicology [also see] lexicographer; 3. lexicology [synset domain topic of] lexicographer; 4. lexicology [member of domain usage] lexicographer.,"['member of domain topic', 'also see', 'synset domain topic of', 'member of domain usage']",derivationally related form,"[""True. Reason: Lexicology is indeed a domain topic of lexicographers, as it's the branch of linguistics concerned with the nature, meaning, and use of words and phrases, which lexicographers deal with when compiling dictionaries."", 'True. Reason: Lexicology, the study of the formation, meaning, and use of words, is closely related to the work of a lexicographer, someone who compiles dictionaries. Therefore, when studying or discussing lexicology, a likely cross-reference would be a lexicographer.', 'True. Reason: Lexicology, the study of words and their meanings, is indeed the domain topic of a lexicographer, a person who compiles dictionaries.', ""False. Reason: Lexicology is a subfield of linguistics, which studies words, while a lexicographer is a person who writes, compiles, or edits a dictionary. So, lexicology does not have a 'member of domain usage' relationship with a lexicographer.""]","['true', 'true', 'true', 'false']","['member of domain topic', 'also see', 'synset domain topic of', 'member of domain topic', 'synset domain topic of', 'similar to', 'also see']"
minnesota,has part,twin_cities,What is the relationship between 'minnesota' and 'twin_cities'?,1. Twin_Cities [part of] Minnesota; 2. Minnesota [has part] Twin_Cities; 3. Twin_Cities [member of domain region] Minnesota; 4. Minnesota [synset domain region of] Twin_Cities; 5. Twin_Cities [instance hyponym] Minnesota; 6. Minnesota [instance hypernym] Twin_Cities.,"['part of', 'has part', 'member of domain region', 'synset domain region of', 'instance hyponym', 'instance hypernym']",has part,"['False. Reason: The Twin Cities are part of Minnesota, not the other way around. The Twin Cities refer to two cities in Minnesota - Minneapolis and St. Paul.', 'True. Reason: Minnesota encompasses the Twin Cities, which refers to the cities of Minneapolis and St. Paul.', 'False. Reason: Twin Cities is actually a part of Minnesota, not the other way around. The Twin Cities refers to Minneapolis and St. Paul, which are two of the most populous cities in Minnesota.', 'True. Reason: The Twin Cities (Minneapolis and Saint Paul) are located in the U.S. state of Minnesota. Thus, they fall within the domain region of Minnesota.', 'False. Reason: Minnesota is a state in which the Twin Cities (Minneapolis and Saint Paul) are located. Hence, Minnesota is not an instance hyponym of Twin Cities i.e. Minnesota is not a subtype or subset of Twin Cities. The relationship between Minnesota and Twin Cities is not of instance hyponym but rather of containment.', ""False. Reason: Minnesota is a U.S. state, while the Twin Cities refer to the two largest cities in Minnesota, Minneapolis and St. Paul. Therefore, Minnesota can't be an instance hypernym of Twin Cities, rather it would be an instance holonym, the whole in which the part, Twin Cities, belong.""]","['false', 'true', 'false', 'true', 'false', 'false']","['has part', 'synset domain region of', 'has part', 'member of domain topic', 'synset domain region of', 'member holonym']"
pull,derivationally related form,puller,What is the relationship between 'pull' and 'puller'?,1. 'pull' [derivationally related form] 'puller'; 2. 'pull' [synset domain topic of] 'puller'; 3. 'pull' [also see] 'puller'; 4. 'pull' [similar to] 'puller'; 5. 'pull' [verb group] 'puller'.,"['derivationally related form', 'synset domain topic of', 'also see', 'similar to', 'verb group']",derivationally related form,"[""True. Reason: 'Puller' is a derivationally related form of 'pull'. It is a common sense that 'puller' is the person or thing that pulls (derived from the verb 'pull')."", 'False. Reason: ""Pull"" as a verb does not have a domain topic of ""puller"". ""Puller"" could be an entity or tool that performs the action of pulling, but it\'s not a topic domain of the action itself.', 'False. Reason: The relationship ""also see"" is not applicable between ""pull"" and ""puller"". It would be true in a case where \'pull\' and \'puller\' are cross-referenced topics in an index or when they are related but distinct topics in a textbook or informational document. But generally, ""pull"" and ""puller"" don\'t typically have a ""also see"" relationship. It would make more sense if the relationship was ""pull"" [is an action performed by] ""puller"".', 'False. Reason: ""Pull"" is an action or verb, while ""puller"" is a noun, typically referring to a person or thing that pulls. They are related in terms of linguistic root but they are not similar in terms of their roles or categories.', 'False. Reason: ""Pull"" as a verb group doesn\'t establish a formal relationship with ""puller."" The word ""puller"" could perform the action of ""pull"" but this doesn\'t create an inherent or definitional relationship between the two.']","['true', 'false', 'false', 'false', 'false']","['derivationally related form', 'derivationally related form', 'hypernym', 'member of domain usage', 'member holonym']"
america,has part,north_america,What is the relationship between 'america' and 'north_america'?,1. America [part of] North America; 2. America [member of domain region] North America; 3. America [hyponym] North America; 4. America [instance hyponym] North America.,"['part of', 'member of domain region', 'hyponym', 'instance hyponym']",has part,"['True. Reason: Geographically, America (often referred to as the United States of America) is located in the continent of North America.', 'True. Reason: geographically, America (or more accurately, the United States of America) is located within the domain region of North America.', ""False. Reason: The term 'hyponym' typically refers to a word or phrase whose meaning is a particular instance of a more general term. In this case, North America would be a hyponym of America, not the other way around, because North America is a specific instance or part of America."", 'False. Reason: The relationship is inaccurate because America is not a subtype or instance of North America. Rather, America (usually referring to the United States of America) is a part of North America. In other words, North America is a broader entity that includes America, not the other way round.']","['true', 'true', 'false', 'false']","['part of', 'member of domain region', 'part of', 'member of domain region']"
suspense,hypernym,doubt,What is the relationship between 'suspense' and 'doubt'?,1. Suspense [similar to] Doubt; 2. Suspense [also see] Doubt; 3. Suspense [synset domain topic of] Doubt; 4. Suspense [derivationally related form] Doubt.,"['similar to', 'also see', 'synset domain topic of', 'derivationally related form']",hypernym,"['False. Reason: While both suspense and doubt involve a degree of uncertainty, they are not exactly the same. Suspense involves a feeling of excited or anxious uncertainty about what may happen, usually in a story or a movie context. Doubt, on the other hand, relates to a lack of conviction or certainty about something or someone.', 'False. Reason: While both suspense and doubt involve uncertainty, they are not the same concept. Suspense is a state of mental uncertainty, anxiety, of being undecided, or of being doubtful about a decision or outcome. Doubt, on the other hand, is a feeling of uncertainty or lack of conviction. They are related terms but one does not necessarily imply the other.', 'True. Reason: Suspense is indeed a domain topic of doubt, as suspense often involves uncertainty or doubt about what will happen next.', 'False. Reason: While ""suspense"" and ""doubt"" are related in terms of psychological states, the term ""suspense"" is not a derivational form of ""doubt"". ""Suspense"" is derived from the Latin word \'suspensus\' which means \'uncertain\' and ""doubt"" is derived from the Old French \'douter\', which means \'fear or dread\'. They do not have a parent-word, child-word relationship.']","['false', 'false', 'true', 'false']","['synset domain topic of', 'synset domain topic of', 'hyponym', 'instance hyponym', 'verb group']"
gallop,synset domain topic of,riding,What is the relationship between 'gallop' and 'riding'?,1. gallop [synset domain topic of] riding; 2. gallop [also see] riding; 3. gallop [similar to] riding; 4. gallop [verb group] riding; 5. gallop [member of domain topic] riding.,"['synset domain topic of', 'also see', 'similar to', 'verb group', 'member of domain topic']",synset domain topic of,"['True. Reason: Gallop is a term often used in the domain of riding, specifically horse riding, where it refers to a specific gait of a horse.', 'True. Reason: Galloping is a form of movement or style of running associated with horses, which is often experienced when riding a horse. Therefore, riding a horse is a related concept and may be referenced in discussions about galloping.', 'False. Reason: Galloping and riding are related but not similar. Galloping is a specific gait of a horse, while riding is the act of being carried on the back of an animal, often a horse.', ""True. Reason: The action of galloping is directly related to the activity of riding, especially in the context of horses. Therefore, 'gallop' shares a verb group relationship with 'riding'."", 'True. Reason: Galloping is a term specifically related to horse riding or horse-related movements and as such is within the domain topic of riding.']","['true', 'true', 'false', 'true', 'true']","['synset domain topic of', 'also see', 'verb group', 'member of domain topic', 'member of domain topic', 'synset domain topic of', 'verb group', 'also see', 'derivationally related form']"
compound,derivationally related form,combination,What is the relationship between 'compound' and 'combination'?,1. Compound [synset domain topic of] Combination; 2. Compound [similar to] Combination; 3. Compound [also see] Combination.,"['synset domain topic of', 'similar to', 'also see']",derivationally related form,"[""False. Reason: The 'synset domain topic of' is a relationship that relates to words and their meanings rather than the relationship between a compound and a combination which are entities. The entities and the form of relationship given do not align logically."", 'False. Reason: A compound is a substance formed when two or more chemical elements are chemically bonded together. A combination is a mix or a series of things brought together. The two terms belong to different domains, one being chemical and the other being general, which makes them not directly comparable or similar.', ""False. Reason: The relationship 'also see' does not make sense between the entities 'compound' and 'combination'. The relationship 'also see' suggests that one entity can be viewed or referenced as the other, which is not the case between the notions of a 'compound' and a 'combination'.""]","['false', 'false', 'false']","['hypernym', 'derivationally related form', 'member of domain topic']"
diagnose,derivationally related form,diagnosis,What is the relationship between 'diagnose' and 'diagnosis'?,1. 'diagnose' [derivationally related form] 'diagnosis'; 2. 'diagnose' [similar to] 'diagnosis'; 3. 'diagnose' [also see] 'diagnosis',"['derivationally related form', 'similar to', 'also see']",derivationally related form,"['True. Reason: The term ""diagnose"" and ""diagnosis"" are derivationally related. The verb ""diagnose"" is used when someone identifies a disorder or disease in a patient, while ""diagnosis"" is the noun form which denotes the identification of the nature of a certain illness.', 'False. Reason: ""Diagnose"" is a verb that refers to the process of identifying a condition or disease, whereas ""diagnosis"" is a noun that refers to the identification itself. They are related concepts in medicine but one does not ""similar to"" the other. This comparison doesn\'t fit as they represent different stages of a process.', 'False. Reason: The phrase ""also see"" is typically used in texts as a guide to additional or supporting information. Therefore, ""also see"" is not a relationship that could exist between ""diagnose"" and ""diagnosis"". However, these two entities are related in that a diagnosis is the outcome of diagnosing.']","['true', 'false', 'false']","['derivationally related form', 'derivationally related form', 'synset domain topic of']"
reject,derivationally related form,sneerer,What is the relationship between 'reject' and 'sneerer'?,1. 'reject' [synset domain topic of] 'sneerer'; 2. 'reject' [derivationally related form] 'sneerer'; 3. 'reject' [similar to] 'sneerer'; 4. 'reject' [also see] 'sneerer'; 5. 'reject' [verb group] 'sneerer'.,"['synset domain topic of', 'derivationally related form', 'similar to', 'also see', 'verb group']",derivationally related form,"['False. Reason: The term \'reject\' does not have a ""synset domain topic of"" relationship with \'sneerer\'. \'Reject\' is a verb indicating refusal, while \'sneerer\' is a noun referring to someone who shows or expresses contempt or mockery. The two have no apparent domain-topic relationship.', ""False. Reason: The term 'reject' and 'sneerer' do not have a derivational relationship. A derivational relationship would mean that one word is derived from the other, which is not the case here."", ""False. Reason: The term 'reject' indicates a denial or dismissal, while 'sneerer' refers to someone who shows scorn or contempt. There is no common sense or inherent similarity between the act of rejection and the person who sneers."", 'True. Reason: The relationship seems to represent a conceptual link or a synonym where ""reject"" could be seen as another way to interpret ""sneerer"", as someone who sneers or mocks could be rejecting something or someone. However, this assumes a very specific reading and use of the word ""reject"".', 'False. Reason: The verb group ""reject"" does not logically apply to the noun ""sneerer"". Sneerer is someone who shows contempt by derisive expressions, it doesn\'t directly relate to the action of rejecting.']","['false', 'false', 'false', 'true', 'false']","['also see', 'also see', 'member of domain topic', 'member of domain usage']"
cecum,hypernym,cavity,What is the relationship between 'cecum' and 'cavity'?,1. Cecum [part of] Cavity; 2. Cecum [has part] Cavity; 3. Cecum [member of domain topic] Cavity; 4. Cecum [synset domain topic of] Cavity; 5. Cecum [similar to] Cavity.,"['part of', 'has part', 'member of domain topic', 'synset domain topic of', 'similar to']",hypernym,"['False. Reason: The cecum is a part of the digestive system, specifically the lower gastrointestinal tract, not a part of a cavity.', 'True. Reason: The cecum, a part of the large intestine, has a cavity as an inherent part of its structure, making it hollow and able to contain substances within it such as food matter.', 'False. Reason: The cecum is part of the digestive system in the human body, specifically a pouch at the beginning of the large intestine. Even though both are related to the body, the general \'domain topic\' of ""cavity"" is too broad and innacurate to include the cecum.', ""False. Reason: The cecum is a pouch at the beginning of the large intestine, while a cavity is a hollow or space in something. The two terms can be related in terms of human anatomy, but it's not common sense that the cecum falls under the domain topic of cavity."", 'False. Reason: The cecum and a cavity are not similar in terms of function or structure. The cecum is a pouch-like structure of the digestive system, located at the beginning of the large intestine, particularly involved in digestion. On the other hand, a cavity denotes a hollow space within a body, which covers a broad range and is not specifically a digestive organ.']","['false', 'true', 'false', 'false', 'false']","['has part', 'has part', 'also see', 'derivationally related form', 'synset domain region of', 'synset domain usage of', 'member of domain usage', 'member holonym', 'member meronym']"
cyperus,hypernym,cyperaceae,What is the relationship between 'cyperus' and 'cyperaceae'?,"1. Cyperus [member of domain topic] Cyperaceae;
2. Cyperus [part of] Cyperaceae;
3. Cyperus [member of domain region] Cyperaceae;
4. Cyperus [instance hyponym] Cyperaceae;
5. Cyperus [hyponym] Cyperaceae.","['member of domain topic', 'part of', 'member of domain region', 'instance hyponym', 'hyponym']",hypernym,"['True. Reason: Cyperus is a genus of plants in the Cyperaceae family. Therefore, it is a member of the topic domain of Cyperaceae.', ""True. Reason: Cyperus is a genus of grass-like plants, which falls under the family Cyperaceae. Therefore, it is a 'part of' the Cyperaceae family."", 'True. Reason: Cyperus is a genus of plants in the family Cyperaceae, which is its domain region in terms of taxonomy.', 'True. Reason: Cyperus is a large genus of about 700 species of sedges, in the family Cyperaceae. Hence, it is an instance hyponym of Cyperaceae.', 'True. Reason: Cyperus is a genus within the Cyperaceae family, therefore it is a hyponym (specific instance of) Cyperaceae.']","['true', 'true', 'true', 'true', 'true']","['member of domain topic', 'part of', 'member of domain region', 'instance hyponym', 'hyponym', 'member of domain topic', 'part of', 'instance hyponym', 'hypernym', 'member holonym']"
pant,hypernym,utter,What is the relationship between 'pant' and 'utter'?,"1. 'pant' [synset domain topic of] 'utter';
2. 'pant' [also see] 'utter';
3. 'pant' [similar to] 'utter'.","['synset domain topic of', 'also see', 'similar to']",hypernym,"['False. Reason: The term ""synset domain topic of"" is likely related to WordNet Synset which has nothing to do with \'pant\' and \'utter\' as they are both verbs with completely unrelated meanings. \'Pant\' refers to breathing heavily, typically after an exertion, while \'utter\' is to say something aloud. So \'pant\' cannot have a \'synset domain topic of\' relationship with \'utter\'.', ""False. Reason: 'pant' and 'utter' are two completely separate words with different meanings. There is no common-sense relationship that suggests one should 'also see' the other when considering one of them."", ""False. Reason: 'Pant' generally refers to an item of clothing while 'utter' is defined as to speak or make a sound with one's voice. In terms of common usage and meaning, they don't share a similarity.""]","['false', 'false', 'false']","['derivationally related form', 'verb group', 'synset domain usage of', 'member of domain usage', 'hypernym']"
sauropoda,member meronym,titanosauridae,What is the relationship between 'sauropoda' and 'titanosauridae'?,1. Sauropoda [hypernym] Titanosauridae; 2. Sauropoda [also see] Titanosauridae; 3. Sauropoda [similar to] Titanosauridae,"['hypernym', 'also see', 'similar to']",member meronym,"['False. Reason: Titanosauridae is a subset of sauropoda, making sauropoda a hypernym of titanosauridae, not the other way around.', 'True. Reason: Sauropoda and Titanosauridae are both classifications of dinosaurs, and studying one often involves studying the other due to their similarities and evolutionary connections. Thus, in a knowledge graph about dinosaurs, links between these two categories make sense.', 'True. Reason: Sauropoda is a clade of dinosaurs that includes Titanosauridae as a subgroup, therefore they share similarities.']","['false', 'true', 'true']","['also see', 'similar to', 'has part', 'member holonym', 'part of', 'member of domain topic', 'synset domain topic of']"
frequent,derivationally related form,patronize,What is the relationship between 'frequent' and 'patronize'?,1. 'Frequent' [synset domain usage of] 'patronize'; 2. 'Frequent' [derivationally related form] 'patronize'; 3. 'Frequent' [similar to] 'patronize'; 4. 'Frequent' [verb group] 'patronize'.,"['synset domain usage of', 'derivationally related form', 'similar to', 'verb group']",derivationally related form,"['False. Reason: The terminology is unclear and does not express a valid relationship. \'Patronize\' is a verb which does not fall into any ""synset domain usage"", but instead can describe a type of action or behavior.', ""False. Reason: 'Frequent' and 'patronize' are not derivationally related. They do not share the same root word, and their meanings are not related in such a manner that one could be derived from the other."", ""False. Reason: The terms 'frequent' and 'patronize' both can refer to the act of visiting or supporting a place or business regularly, but the term 'similar to' connects items that are like each other in nature, they are not similar in that they are synonyms, but they are not exactly the same."", 'True. Reason: ""Frequent"" and ""patronize"" can describe the same type of activity. Someone who frequently visit a place or makes use of services can be said to patronize that place or services.']","['false', 'false', 'false', 'true']","['verb group', 'verb group', 'synset domain topic of', 'also see', 'member of domain usage']"
sell,synset domain topic of,commerce,What is the relationship between 'sell' and 'commerce'?,1. Sell [member of domain topic] Commerce; 2. Sell [synset domain topic of] Commerce; 3. Sell [also see] Commerce; 4. Sell [similar to] Commerce.,"['member of domain topic', 'synset domain topic of', 'also see', 'similar to']",synset domain topic of,"['True. Reason: Selling is indeed a member of the domain topic of commerce. Commerce involves the exchange of goods and services, which includes selling.', 'True. Reason: The act of selling is a major component of commerce, which includes all activities of buying and selling goods or services, so it is appropriate to say that ""selling"" comes under the domain or topic of ""commerce"".', 'True. Reason: The act of selling is a key component of commerce, so these two concepts are directly linked. If someone is looking up information about selling, it would be pertinent to also look at the broader concept of commerce.', 'True. Reason: Selling is a key aspect or component of commerce, which typically involves the buying and selling of goods or services. Therefore, in a general sense, selling can be said to be similar to commerce.']","['true', 'true', 'true', 'true']","['member of domain topic', 'synset domain topic of', 'also see', 'similar to', 'member of domain topic', 'synset domain topic of', 'also see', 'similar to', 'member of domain usage']"
slave,hypernym,person,What is the relationship between 'slave' and 'person'?,1. Slave [hyponym] Person; 2. Slave [also see] Person; 3. Slave [similar to] Person; 4. Slave [instance hyponym] Person; 5. Slave [hypernym] Person; 6. Slave [member of domain topic] Person; 7. Slave [synset domain topic of] Person; 8. Slave [synset domain region of] Person; 9. Slave [synset domain usage of] Person; 10. Slave [member of domain usage] Person.,"['hyponym', 'also see', 'similar to', 'instance hyponym', 'hypernym', 'member of domain topic', 'synset domain topic of', 'synset domain region of', 'synset domain usage of', 'member of domain usage']",hypernym,"['True. Reason: A ""hyponym"" is a word or phrase whose semantic field is included within that of another word, its hypernym: in this case, \'slave\' is a kind of \'person\', therefore \'slave\' is a hyponym of \'person\'.', 'True. Reason: A slave is a person who is the legal property of another and is forced to obey them, therefore all slaves are people despite the inhumane conditions they are placed under.', 'True. Reason: A slave is a person, albeit under conditions of involuntary servitude. As such, slaves share the human attributes, characteristics, and abilities of persons. However, it should be noted that the condition of being treated as a slave is fundamentally different and very dehumanizing compared to living free.', 'True. Reason: The term ""slave"" is an instance or category under the broader entity of a ""person"". This means that ""slave"" is a hyponym of ""person"".', 'True. Reason: A slave is essentially a person who is the legal property of another and is forced to obey them. So, a slave is a type of person, establishing a hypernym/hyponym relationship.', ""True. Reason: A slave is a person who is the legal property of another and is forced to obey them, hence, it can be a domain topic related to the broad category of 'person'."", 'False. Reason: The relationship ""synset domain topic of"" seems to imply that \'slave\' is the overarching topic of \'person\', which is not accurate. While \'slave\' relates to a category of \'person\' in history, it is not a domain topic of the concept \'person\'.', 'False. Reason: ""Synset domain region of"" means that something belongs to a specific area or field. Slavery is a malpractice and an inhumane condition imposed on a person. It is not a domain, field, or category to which a person can belong. Instead, a person can be subjected to it. As such, a slave cannot be the ""synset domain region of"" a person.', ""False. Reason: The term 'slave' isn't a domain usage of 'person'. Instead, it refers to a historical and unfortunate status or condition that a person might have been in. It does not define their identity."", 'False. Reason: ""Member of domain usage"" suggests that the entity in question is used within the realm or industry of the second entity. However, a person is not a domain in which slaves are used. Instead, a slave is a person. The nature of the relationship is reversed.']","['true', 'true', 'true', 'true', 'true', 'true', 'false', 'false', 'false', 'false']","['hyponym', 'also see', 'similar to', 'instance hyponym', 'hypernym', 'member of domain topic', 'instance hyponym', 'part of', 'member of domain region', 'similar to', 'derivationally related form']"
defacement,derivationally related form,deface,What is the relationship between 'defacement' and 'deface'?,1. defacement [derivationally related form] deface; 2. defacement [hyponym] deface; 3. defacement [synset domain topic of] deface; 4. defacement [synset domain usage of] deface; 5. defacement [synset domain region of] deface.,"['derivationally related form', 'hyponym', 'synset domain topic of', 'synset domain usage of', 'synset domain region of']",derivationally related form,"['True. Reason: ""Defacement"" is derivationally related to the verb ""deface"", as it is the noun form for the action of defacing.', ""True. Reason: The term 'defacement' is a noun derived from the verb 'deface', thus they share the hyponym-hypernym relationship where 'defacement' is a specific instance (hyponym) of 'deface'."", 'True. Reason: The relationship is that defacement is within the domain or topic of deface, which is accurate because defacement is an action that involves defacing something.', 'True. Reason: ""Defacement"" is a term often used in the context of ""deface"", indicating that it is indeed part of the usage domain of ""deface"". This can be seen in instances such as the phrase ""defacement of property"", which is derived from the action to ""deface"" property.', 'True. Reason: A synset domain region of suggests a contextual or thematic relationship. In this case, the act of defacement is closely linked with the act of deface, hence they have a relationship in the same contextual domain.']","['true', 'true', 'true', 'true', 'true']","['derivationally related form', 'hyponym', 'synset domain topic of', 'synset domain usage of', 'synset domain region of', 'derivationally related form', 'part of', 'synset domain topic of', 'also see']"
grama,hypernym,grass,What is the relationship between 'grama' and 'grass'?,1. Grama [hyponym] Grass; 2. Grama [part of] Grass; 3. Grama [member of domain topic] Grass; 4. Grama [similar to] Grass; 5. Grama [synset domain topic of] Grass; 6. Grama [synset domain region of] Grass; 7. Grama [synset domain usage of] Grass.,"['hyponym', 'part of', 'member of domain topic', 'similar to', 'synset domain topic of', 'synset domain region of', 'synset domain usage of']",hypernym,"['True. Reason: ""Grama"" is a specific kind of grass. In the knowledge graph, it would make sense that ""grama"" would be a hyponym of ""grass"" because it is a specific term that falls under the broad category of ""grass"".', 'True. Reason: Grama is a type of grass, which implies it is a part of the larger grass family.', 'True. Reason: Grama is a type of grass, specifically a kind of bunchgrass common in the Americas, indicating that it is within the domain topic of grass.', 'True. Reason: Grama is a type of grass, therefore it can be considered similar to grass in general.', 'True. Reason: The term ""grama"" refers to a type of grass. Hence, the domain topic of the word ""grama"" could logically be ""grass"".', 'True. Reason: In biology, ""grama"" is a genus of plants that includes different species of grass. So, it correctly belongs to the \'domain region of\' grass.', 'True. Reason: The term ""grama"" does indeed refer to a type of grass; it\'s a common name used for certain species within the Bouteloua genus. This point of connection does align with the ""synset domain usage"" relationship in this case.']","['true', 'true', 'true', 'true', 'true', 'true', 'true']","['hyponym', 'part of', 'member of domain topic', 'similar to', 'synset domain topic of', 'synset domain region of', 'synset domain usage of', 'hypernym', 'part of', 'synset domain topic of', 'member of domain topic', 'similar to', 'also see']"
nonresident,hypernym,person,What is the relationship between 'nonresident' and 'person'?,1. Nonresident [hypernym] Person; 2. Nonresident [similar to] Person; 3. Nonresident [synset domain topic of] Person; 4. Nonresident [synset domain usage of] Person.,"['hypernym', 'similar to', 'synset domain topic of', 'synset domain usage of']",hypernym,"[""True. Reason: The entity 'nonresident' is a type of 'person' that is not residing in the place referred to; in other words, 'person' is a hypernym of 'nonresident'."", 'True. Reason: A nonresident is a person who lives in a different place, typically a different country. Thus, a nonresident is similar to a person because a nonresident is, in fact, a person. They just live in a different place.', 'False. Reason: The term ""nonresident"" is not typically considered a domain-specific term or topic of the term ""person."" Nonresident refers to someone who does not reside in a particular place and is often quite general and applicable to a variety of contexts, not limited to the domain of ""person"". The relationship would make sense if it was reversed, with ""person"" being a broader category which ""nonresident"" falls under.', 'False. Reason: The term ""nonresident"" does not specifically or solely apply to the domain usage of ""person"". It can refer to any being, entity, or individual, not residing in a certain place, including businesses and organisations.']","['true', 'true', 'false', 'false']","['hypernym', 'similar to', 'hypernym', 'similar to', 'derivationally related form']"
item,derivationally related form,enumerate,What is the relationship between 'item' and 'enumerate'?,1. 'item' [part of] 'enumerate'; 2. 'item' [member of domain topic] 'enumerate'; 3. 'item' [has part] 'enumerate'; 4. 'item' [synset domain topic of] 'enumerate'; 5. 'item' [synset domain region of] 'enumerate'; 6. 'item' [synset domain usage of] 'enumerate'; 7. 'item' [member of domain usage] 'enumerate',"['part of', 'member of domain topic', 'has part', 'synset domain topic of', 'synset domain region of', 'synset domain usage of', 'member of domain usage']",derivationally related form,"[""False. Reason: An item cannot be a part of 'enumerate' because 'enumerate' is an action or a process, not an entity that can contain parts."", ""False. Reason: The phrase is not formatted correctly as a relationship between two specific entities. The entity 'enumerate' is a verb not a topic that an 'item' can be a member of."", 'False. Reason: ""Has part"" usually indicates that one entity is a component or part of another entity. An ""item"" can\'t logically be said to ""have part"" an abstract concept like ""enumerate"". This does not align with common sense or established facts.', ""False. Reason: The 'synset domain topic of' is a term related to semantic relationships and it doesn't logically connect with the term 'enumerate'. A 'synset' does not enumerate anything, it merely groups together synonyms."", 'False. Reason: The phrase ""synset domain region of"" is not an entity and ""enumerate"" is a verb, not an entity, therefore it is not possible for there to be a relationship between the two as described in typical knowledge graphs.', 'False. Reason: The relationship doesn\'t align with common sense as ""synset domain usage of"" is a linguistic term and cannot enumerate entities.', ""False. Reason: The relationship is not logically correct. A 'member of domain usage', which mostly refers to the application or usefulness of an entity or concept, cannot enumerate or count which defies common sense.""]","['false', 'false', 'false', 'false', 'false', 'false', 'false']","['hypernym', 'also see', 'similar to', 'verb group', 'derivationally related form']"
